molecule_name,potential_energy
dsgdb9nsd_001250,-347.0039
dsgdb9nsd_001251,-347.0134
dsgdb9nsd_001252,-363.0778
dsgdb9nsd_001254,-382.9336
dsgdb9nsd_001255,-342.0024
dsgdb9nsd_001256,-358.055
dsgdb9nsd_001257,-361.861
dsgdb9nsd_001258,-377.9169
dsgdb9nsd_001260,-327.1404
dsgdb9nsd_001261,-344.5298
dsgdb9nsd_001262,-308.6406
dsgdb9nsd_001266,-309.8346
dsgdb9nsd_001267,-345.7366
dsgdb9nsd_001268,-273.9436
dsgdb9nsd_001269,-309.8427
dsgdb9nsd_001270,-327.1361
dsgdb9nsd_001271,-363.0528
dsgdb9nsd_001272,-347.0193
dsgdb9nsd_001273,-363.0813
dsgdb9nsd_001274,-382.9476
dsgdb9nsd_001275,-311.1233
dsgdb9nsd_001278,-343.2328
dsgdb9nsd_001279,-347.0494
dsgdb9nsd_001280,-363.1031
dsgdb9nsd_001283,-363.07
dsgdb9nsd_001285,-347.0123
dsgdb9nsd_001286,-363.0732
dsgdb9nsd_001287,-363.0799
dsgdb9nsd_001289,-399.0014
dsgdb9nsd_001291,-312.3194
dsgdb9nsd_001294,-276.4227
dsgdb9nsd_001297,-312.319
dsgdb9nsd_001303,-325.9215
dsgdb9nsd_001304,-345.8141
dsgdb9nsd_001305,-325.9135
dsgdb9nsd_001307,-361.8452
dsgdb9nsd_001308,-345.7862
dsgdb9nsd_001312,-311.0858
dsgdb9nsd_001314,-346.9906
dsgdb9nsd_001317,-311.0865
dsgdb9nsd_001318,-311.0833
dsgdb9nsd_001320,-272.6944
dsgdb9nsd_001321,-288.793
dsgdb9nsd_001322,-288.7237
dsgdb9nsd_001323,-304.8205
dsgdb9nsd_001324,-308.5952
dsgdb9nsd_001325,-324.6898
dsgdb9nsd_001328,-309.8736
dsgdb9nsd_001330,-325.9039
dsgdb9nsd_001331,-345.7723
dsgdb9nsd_001333,-311.0765
dsgdb9nsd_001334,-327.114
dsgdb9nsd_001335,-346.9853
dsgdb9nsd_001337,-275.1806
dsgdb9nsd_001338,-311.0818
dsgdb9nsd_001340,-291.2055
dsgdb9nsd_001342,-346.9712
dsgdb9nsd_001343,-273.9783
dsgdb9nsd_001344,-325.9419
dsgdb9nsd_001350,-275.2084
dsgdb9nsd_001352,-311.1048
dsgdb9nsd_001353,-347.0112
dsgdb9nsd_001356,-347.0077
dsgdb9nsd_001357,-346.9797
dsgdb9nsd_001358,-382.8798
dsgdb9nsd_001359,-275.1796
dsgdb9nsd_001360,-311.0815
dsgdb9nsd_001363,-291.2023
dsgdb9nsd_001364,-306.131
dsgdb9nsd_001366,-322.2262
dsgdb9nsd_001367,-338.3116
dsgdb9nsd_001368,-343.3071
dsgdb9nsd_001369,-359.3926
dsgdb9nsd_001371,-359.3622
dsgdb9nsd_001373,-335.7116
dsgdb9nsd_001374,-339.4954
dsgdb9nsd_001376,-375.4477
dsgdb9nsd_001377,-359.382
dsgdb9nsd_001379,-396.54
dsgdb9nsd_001383,-396.551
dsgdb9nsd_001384,-306.1426
dsgdb9nsd_001385,-322.2317
dsgdb9nsd_001386,-343.3138
dsgdb9nsd_001388,-287.5456
dsgdb9nsd_001390,-307.3438
dsgdb9nsd_001392,-308.63
dsgdb9nsd_001394,-271.442
dsgdb9nsd_001396,-287.5396
dsgdb9nsd_001397,-303.635
dsgdb9nsd_001400,-319.6642
dsgdb9nsd_001403,-323.4353
dsgdb9nsd_001404,-339.5278
dsgdb9nsd_001405,-308.6188
dsgdb9nsd_001406,-324.7195
dsgdb9nsd_001407,-324.6726
dsgdb9nsd_001408,-340.7672
dsgdb9nsd_001409,-344.525
dsgdb9nsd_001413,-324.6806
dsgdb9nsd_001415,-324.6477
dsgdb9nsd_001419,-344.5158
dsgdb9nsd_001421,-345.7957
dsgdb9nsd_001422,-361.8609
dsgdb9nsd_001423,-361.8273
dsgdb9nsd_001425,-361.8512
dsgdb9nsd_001426,-381.701
dsgdb9nsd_001427,-341.9935
dsgdb9nsd_001428,-361.8531
dsgdb9nsd_001430,-341.9895
dsgdb9nsd_001433,-324.6964
dsgdb9nsd_001434,-344.5586
dsgdb9nsd_001435,-308.6286
dsgdb9nsd_001437,-324.6898
dsgdb9nsd_001444,-345.8091
dsgdb9nsd_001445,-342.0074
dsgdb9nsd_001447,-361.8659
dsgdb9nsd_001449,-358.0593
dsgdb9nsd_001450,-377.9276
dsgdb9nsd_001453,-381.7293
dsgdb9nsd_001454,-377.9091
dsgdb9nsd_001457,-377.8966
dsgdb9nsd_001459,-381.6989
dsgdb9nsd_001461,-397.7689
dsgdb9nsd_001462,-397.7551
dsgdb9nsd_001464,-345.7447
dsgdb9nsd_001465,-273.9428
dsgdb9nsd_001468,-309.83
dsgdb9nsd_001469,-325.9287
dsgdb9nsd_001471,-290.0314
dsgdb9nsd_001472,-309.8336
dsgdb9nsd_001474,-306.0457
dsgdb9nsd_001475,-309.8234
dsgdb9nsd_001476,-325.9224
dsgdb9nsd_001477,-345.7373
dsgdb9nsd_001478,-361.8292
dsgdb9nsd_001480,-363.0747
dsgdb9nsd_001482,-382.9353
dsgdb9nsd_001483,-311.1093
dsgdb9nsd_001484,-327.1751
dsgdb9nsd_001485,-347.0368
dsgdb9nsd_001488,-382.9127
dsgdb9nsd_001491,-308.6274
dsgdb9nsd_001493,-320.8894
dsgdb9nsd_001494,-324.6856
dsgdb9nsd_001495,-324.6611
dsgdb9nsd_001496,-340.752
dsgdb9nsd_001497,-344.5491
dsgdb9nsd_001498,-360.6381
dsgdb9nsd_001499,-340.7399
dsgdb9nsd_001501,-360.5982
dsgdb9nsd_001502,-344.5234
dsgdb9nsd_001504,-345.8032
dsgdb9nsd_001505,-341.9737
dsgdb9nsd_001507,-361.8404
dsgdb9nsd_001509,-381.6848
dsgdb9nsd_001510,-381.6918
dsgdb9nsd_001511,-347.0208
dsgdb9nsd_001513,-311.1241
dsgdb9nsd_001515,-327.1797
dsgdb9nsd_001516,-347.0453
dsgdb9nsd_001517,-327.1825
dsgdb9nsd_001518,-363.0707
dsgdb9nsd_001519,-343.2262
dsgdb9nsd_001520,-363.0964
dsgdb9nsd_001521,-327.1573
dsgdb9nsd_001522,-363.0536
dsgdb9nsd_001523,-363.0587
dsgdb9nsd_001525,-363.0817
dsgdb9nsd_001526,-382.9397
dsgdb9nsd_001528,-363.0765
dsgdb9nsd_001530,-363.0687
dsgdb9nsd_001533,-363.0327
dsgdb9nsd_001534,-382.8949
dsgdb9nsd_001535,-382.9268
dsgdb9nsd_001536,-382.9105
dsgdb9nsd_001537,-309.8275
dsgdb9nsd_001539,-273.9318
dsgdb9nsd_001540,-290.0309
dsgdb9nsd_001542,-309.8316
dsgdb9nsd_001543,-325.928
dsgdb9nsd_001549,-325.9208
dsgdb9nsd_001551,-345.7179
dsgdb9nsd_001553,-341.9593
dsgdb9nsd_001555,-361.8235
dsgdb9nsd_001556,-347.0055
dsgdb9nsd_001558,-347.0167
dsgdb9nsd_001559,-327.168
dsgdb9nsd_001560,-347.0053
dsgdb9nsd_001562,-347.0014
dsgdb9nsd_001563,-382.9046
dsgdb9nsd_001564,-382.9131
dsgdb9nsd_001566,-312.3175
dsgdb9nsd_001567,-312.3123
dsgdb9nsd_001568,-348.223
dsgdb9nsd_001569,-348.2145
dsgdb9nsd_001570,-276.421
dsgdb9nsd_001571,-312.3198
dsgdb9nsd_001573,-312.3262
dsgdb9nsd_001574,-348.2268
dsgdb9nsd_001577,-348.2127
dsgdb9nsd_001579,-348.2037
dsgdb9nsd_001581,-384.1234
dsgdb9nsd_001582,-343.3171
dsgdb9nsd_001583,-359.4038
dsgdb9nsd_001586,-359.3826
dsgdb9nsd_001587,-380.4862
dsgdb9nsd_001590,-344.5313
dsgdb9nsd_001592,-308.6307
dsgdb9nsd_001593,-324.6946
dsgdb9nsd_001594,-324.7276
dsgdb9nsd_001595,-340.7915
dsgdb9nsd_001597,-360.5939
dsgdb9nsd_001598,-376.6885
dsgdb9nsd_001601,-356.8206
dsgdb9nsd_001603,-324.7178
dsgdb9nsd_001604,-344.5318
dsgdb9nsd_001605,-360.619
dsgdb9nsd_001606,-320.8801
dsgdb9nsd_001607,-324.6767
dsgdb9nsd_001608,-340.7689
dsgdb9nsd_001609,-345.803
dsgdb9nsd_001610,-381.7049
dsgdb9nsd_001611,-341.9596
dsgdb9nsd_001613,-306.0451
dsgdb9nsd_001615,-290.0312
dsgdb9nsd_001617,-309.8322
dsgdb9nsd_001619,-322.0952
dsgdb9nsd_001622,-341.9639
dsgdb9nsd_001623,-345.7321
dsgdb9nsd_001625,-311.1093
dsgdb9nsd_001627,-327.1687
dsgdb9nsd_001628,-347.0126
dsgdb9nsd_001630,-381.7085
dsgdb9nsd_001632,-361.8751
dsgdb9nsd_001634,-358.0537
dsgdb9nsd_001635,-341.9964
dsgdb9nsd_001636,-361.8849
dsgdb9nsd_001638,-377.9397
dsgdb9nsd_001640,-341.9889
dsgdb9nsd_001641,-358.0552
dsgdb9nsd_001642,-377.9179
dsgdb9nsd_001643,-381.7151
dsgdb9nsd_001644,-345.8173
dsgdb9nsd_001647,-341.9867
dsgdb9nsd_001650,-377.9476
dsgdb9nsd_001651,-381.7329
dsgdb9nsd_001653,-397.7983
dsgdb9nsd_001656,-347.0243
dsgdb9nsd_001657,-382.9269
dsgdb9nsd_001660,-327.1709
dsgdb9nsd_001661,-363.0732
dsgdb9nsd_001663,-363.0855
dsgdb9nsd_001666,-363.0774
dsgdb9nsd_001667,-382.9487
dsgdb9nsd_001668,-363.0865
dsgdb9nsd_001672,-363.0816
dsgdb9nsd_001674,-327.1831
dsgdb9nsd_001676,-347.0288
dsgdb9nsd_001677,-363.0905
dsgdb9nsd_001678,-327.1724
