molecule_name,atom_index,mulliken_charge
dsgdb9nsd_000105,4,-0.201398
dsgdb9nsd_000105,5,0.086486
dsgdb9nsd_000105,6,0.086431
dsgdb9nsd_000105,7,0.066707
dsgdb9nsd_000105,8,0.086459
dsgdb9nsd_000105,9,0.086492
dsgdb9nsd_000105,10,0.066707
dsgdb9nsd_000105,11,0.086423
dsgdb9nsd_000105,12,0.086464
dsgdb9nsd_000106,0,-0.208701
dsgdb9nsd_000106,1,0.0658
dsgdb9nsd_000106,2,-0.2087
dsgdb9nsd_000106,3,0.0658
dsgdb9nsd_000106,4,-0.310515
dsgdb9nsd_000106,5,0.094678
dsgdb9nsd_000106,6,0.108494
dsgdb9nsd_000106,7,0.094986
dsgdb9nsd_000106,8,0.108494
dsgdb9nsd_000106,9,0.094678
dsgdb9nsd_000106,10,0.094986
dsgdb9nsd_000107,0,-0.442495
dsgdb9nsd_000107,1,0.316517
dsgdb9nsd_000107,2,-0.481697
dsgdb9nsd_000107,3,0.316538
dsgdb9nsd_000107,4,-0.442516
dsgdb9nsd_000107,5,0.202461
dsgdb9nsd_000107,6,0.164364
dsgdb9nsd_000107,7,0.164365
dsgdb9nsd_000107,8,0.202463
dsgdb9nsd_000111,0,-0.213347
dsgdb9nsd_000111,1,0.169115
dsgdb9nsd_000111,2,-0.403324
dsgdb9nsd_000111,3,0.245948
dsgdb9nsd_000111,4,-0.28469
dsgdb9nsd_000111,5,0.117946
dsgdb9nsd_000111,6,0.184935
dsgdb9nsd_000111,7,0.183416
dsgdb9nsd_000112,0,-0.389771
dsgdb9nsd_000112,1,0.089917
dsgdb9nsd_000112,2,-0.283316
dsgdb9nsd_000112,3,0.171263
dsgdb9nsd_000112,4,-0.253698
dsgdb9nsd_000112,5,0.23209
dsgdb9nsd_000112,6,0.098211
dsgdb9nsd_000112,7,0.256216
dsgdb9nsd_000112,8,0.079088
dsgdb9nsd_000113,0,-0.406913
dsgdb9nsd_000113,1,0.138479
dsgdb9nsd_000113,2,-0.133011
dsgdb9nsd_000113,3,0.191818
dsgdb9nsd_000113,4,-0.24744
dsgdb9nsd_000113,5,0.245625
dsgdb9nsd_000113,6,0.113585
dsgdb9nsd_000113,7,0.097856
dsgdb9nsd_000114,0,-0.242028
dsgdb9nsd_000114,1,0.173802
dsgdb9nsd_000114,2,-0.307323
dsgdb9nsd_000114,3,0.173802
dsgdb9nsd_000114,4,-0.242028
dsgdb9nsd_000114,5,0.091307
dsgdb9nsd_000114,6,0.26116
dsgdb9nsd_000114,7,0.091307
dsgdb9nsd_000115,0,-0.51915
dsgdb9nsd_000115,1,0.377252
dsgdb9nsd_000115,2,-0.275638
dsgdb9nsd_000115,3,0.294231
dsgdb9nsd_000115,4,-0.543293
dsgdb9nsd_000115,5,0.159094
dsgdb9nsd_000115,6,0.159092
dsgdb9nsd_000115,7,0.159103
dsgdb9nsd_000115,8,0.189309
dsgdb9nsd_000117,0,-0.500875
dsgdb9nsd_000117,1,0.105154
dsgdb9nsd_000117,2,0.008376
dsgdb9nsd_000117,3,0.024911
dsgdb9nsd_000117,4,-0.228781
dsgdb9nsd_000117,5,0.160576
dsgdb9nsd_000117,6,0.167112
dsgdb9nsd_000117,7,0.167091
dsgdb9nsd_000117,8,0.096437
dsgdb9nsd_000118,0,-0.49576
dsgdb9nsd_000118,1,0.056817
dsgdb9nsd_000118,2,0.099104
dsgdb9nsd_000118,3,-0.212066
dsgdb9nsd_000118,4,-0.409876
dsgdb9nsd_000118,5,0.14745
dsgdb9nsd_000118,6,0.153348
dsgdb9nsd_000118,7,0.14745
dsgdb9nsd_000118,8,0.112824
dsgdb9nsd_000118,9,0.112824
dsgdb9nsd_000118,10,0.287886
dsgdb9nsd_000119,0,-0.36276
dsgdb9nsd_000119,1,-0.309115
dsgdb9nsd_000119,2,0.079736
dsgdb9nsd_000119,3,0.03955
dsgdb9nsd_000119,4,-0.494536
dsgdb9nsd_000119,5,0.126131
dsgdb9nsd_000119,6,0.111371
dsgdb9nsd_000119,7,0.126131
dsgdb9nsd_000119,8,0.124776
dsgdb9nsd_000119,9,0.124776
dsgdb9nsd_000119,10,0.144599
dsgdb9nsd_000119,11,0.144596
dsgdb9nsd_000119,12,0.144744
dsgdb9nsd_000120,0,-0.248006
dsgdb9nsd_000120,1,-0.190842
dsgdb9nsd_000120,2,0.138276
dsgdb9nsd_000120,3,-0.201018
dsgdb9nsd_000120,4,-0.313961
dsgdb9nsd_000120,5,0.14614
dsgdb9nsd_000120,6,0.125916
dsgdb9nsd_000120,7,0.125913
dsgdb9nsd_000120,8,0.06808
dsgdb9nsd_000120,9,0.127772
dsgdb9nsd_000120,10,0.093959
dsgdb9nsd_000120,11,0.127771
dsgdb9nsd_000121,0,-0.382
dsgdb9nsd_000121,1,-0.156725
dsgdb9nsd_000121,2,-0.329533
dsgdb9nsd_000121,3,0.290894
dsgdb9nsd_000121,4,-0.440403
dsgdb9nsd_000121,5,0.11627
dsgdb9nsd_000121,6,0.11614
dsgdb9nsd_000121,7,0.11627
dsgdb9nsd_000121,8,0.110967
dsgdb9nsd_000121,9,0.110966
dsgdb9nsd_000121,10,0.127408
dsgdb9nsd_000121,11,0.127379
dsgdb9nsd_000121,12,0.192368
dsgdb9nsd_000124,0,-0.219652
dsgdb9nsd_000124,1,-0.227168
dsgdb9nsd_000124,2,-0.198173
dsgdb9nsd_000124,3,0.281453
dsgdb9nsd_000124,4,-0.415851
dsgdb9nsd_000124,5,0.105852
dsgdb9nsd_000124,6,0.10583
dsgdb9nsd_000124,7,0.133235
dsgdb9nsd_000124,8,0.11697
dsgdb9nsd_000124,9,0.116944
dsgdb9nsd_000124,10,0.20056
dsgdb9nsd_000125,0,-0.230532
dsgdb9nsd_000125,1,-0.220725
dsgdb9nsd_000125,2,-0.178317
dsgdb9nsd_000125,3,0.265217
dsgdb9nsd_000125,4,-0.290477
dsgdb9nsd_000125,5,0.115396
dsgdb9nsd_000125,6,0.145105
dsgdb9nsd_000125,7,0.115375
dsgdb9nsd_000125,8,0.139463
dsgdb9nsd_000125,9,0.139493
dsgdb9nsd_000126,0,-0.415366
dsgdb9nsd_000126,1,-0.066053
dsgdb9nsd_000126,2,-0.319679
dsgdb9nsd_000126,3,0.287164
dsgdb9nsd_000126,4,-0.452169
dsgdb9nsd_000126,5,0.289993
dsgdb9nsd_000126,6,0.100335
dsgdb9nsd_000126,7,0.100335
dsgdb9nsd_000126,8,0.139955
dsgdb9nsd_000126,9,0.139957
dsgdb9nsd_000126,10,0.195526
dsgdb9nsd_000127,0,-0.414266
dsgdb9nsd_000127,1,-0.067116
dsgdb9nsd_000127,2,-0.311729
dsgdb9nsd_000127,3,0.245343
dsgdb9nsd_000127,4,-0.301678
dsgdb9nsd_000127,5,0.296382
dsgdb9nsd_000127,6,0.113169
dsgdb9nsd_000127,7,0.11317
dsgdb9nsd_000127,8,0.163357
dsgdb9nsd_000127,9,0.163368
dsgdb9nsd_000129,0,-0.372333
dsgdb9nsd_000129,1,-0.139622
dsgdb9nsd_000129,2,-0.267631
dsgdb9nsd_000129,3,0.156729
dsgdb9nsd_000129,4,-0.322063
dsgdb9nsd_000129,5,0.122334
dsgdb9nsd_000129,6,0.134405
dsgdb9nsd_000129,7,0.111233
dsgdb9nsd_000129,8,0.152717
dsgdb9nsd_000129,9,0.108878
dsgdb9nsd_000129,10,0.244285
dsgdb9nsd_000129,11,0.071067
dsgdb9nsd_000130,0,-0.373768
dsgdb9nsd_000130,1,-0.066073
dsgdb9nsd_000130,2,-0.172597
dsgdb9nsd_000130,3,0.175257
dsgdb9nsd_000130,4,-0.274718
dsgdb9nsd_000130,5,0.142089
dsgdb9nsd_000130,6,0.125237
dsgdb9nsd_000130,7,0.130473
dsgdb9nsd_000130,8,0.111966
dsgdb9nsd_000130,9,0.128417
dsgdb9nsd_000130,10,0.073716
dsgdb9nsd_000131,0,-0.228196
dsgdb9nsd_000131,1,-0.231015
dsgdb9nsd_000131,2,-0.140092
dsgdb9nsd_000131,3,0.139723
dsgdb9nsd_000131,4,-0.236536
dsgdb9nsd_000131,5,0.110758
dsgdb9nsd_000131,6,0.110768
dsgdb9nsd_000131,7,0.134628
dsgdb9nsd_000131,8,0.121136
dsgdb9nsd_000131,9,0.121116
dsgdb9nsd_000131,10,0.097709
dsgdb9nsd_000132,0,-0.409424
dsgdb9nsd_000132,1,-0.063001
dsgdb9nsd_000132,2,-0.282369
dsgdb9nsd_000132,3,0.152136
dsgdb9nsd_000132,4,-0.231419
dsgdb9nsd_000132,5,0.287044
dsgdb9nsd_000132,6,0.119962
dsgdb9nsd_000132,7,0.107499
dsgdb9nsd_000132,8,0.114847
dsgdb9nsd_000132,9,0.128801
dsgdb9nsd_000132,10,0.075924
dsgdb9nsd_000133,0,-0.378835
dsgdb9nsd_000133,1,-0.160902
dsgdb9nsd_000133,2,-0.136812
dsgdb9nsd_000133,3,-0.160902
dsgdb9nsd_000133,4,-0.378835
dsgdb9nsd_000133,5,0.112325
dsgdb9nsd_000133,6,0.112319
dsgdb9nsd_000133,7,0.109431
dsgdb9nsd_000133,8,0.092587
dsgdb9nsd_000133,9,0.09259
dsgdb9nsd_000133,10,0.088892
dsgdb9nsd_000133,11,0.08889
dsgdb9nsd_000133,12,0.092589
dsgdb9nsd_000133,13,0.092588
dsgdb9nsd_000133,14,0.112322
dsgdb9nsd_000133,15,0.112322
dsgdb9nsd_000133,16,0.109431
dsgdb9nsd_000134,0,-0.376737
dsgdb9nsd_000134,1,-0.166417
dsgdb9nsd_000134,2,-0.144782
dsgdb9nsd_000134,3,-0.071215
dsgdb9nsd_000134,4,-0.42232
dsgdb9nsd_000134,5,0.110143
dsgdb9nsd_000134,6,0.115128
dsgdb9nsd_000134,7,0.115128
dsgdb9nsd_000134,8,0.094456
dsgdb9nsd_000134,9,0.094455
dsgdb9nsd_000134,10,0.102586
dsgdb9nsd_000134,11,0.102587
dsgdb9nsd_000134,12,0.081468
dsgdb9nsd_000134,13,0.081469
dsgdb9nsd_000134,14,0.284051
dsgdb9nsd_000135,0,-0.382206
dsgdb9nsd_000135,1,-0.180276
dsgdb9nsd_000135,2,-0.027407
dsgdb9nsd_000135,3,-0.229347
dsgdb9nsd_000135,4,-0.226844
dsgdb9nsd_000135,5,0.115591
dsgdb9nsd_000135,6,0.1169
dsgdb9nsd_000135,7,0.115576
dsgdb9nsd_000135,8,0.106357
dsgdb9nsd_000135,9,0.106369
dsgdb9nsd_000135,10,0.079828
dsgdb9nsd_000135,11,0.079829
dsgdb9nsd_000135,12,0.100533
dsgdb9nsd_000135,13,0.100535
dsgdb9nsd_000135,14,0.124562
dsgdb9nsd_000136,0,-0.383299
dsgdb9nsd_000136,1,-0.025088
dsgdb9nsd_000136,2,-0.23789
dsgdb9nsd_000136,3,-0.025087
dsgdb9nsd_000136,4,-0.383299
dsgdb9nsd_000136,5,0.125492
dsgdb9nsd_000136,6,0.125476
dsgdb9nsd_000136,7,0.112394
dsgdb9nsd_000136,8,0.08199
dsgdb9nsd_000136,9,0.081981
dsgdb9nsd_000136,10,0.08198
dsgdb9nsd_000136,11,0.08199
dsgdb9nsd_000136,12,0.125489
dsgdb9nsd_000136,13,0.125479
dsgdb9nsd_000136,14,0.112394
dsgdb9nsd_000137,0,-0.226813
dsgdb9nsd_000137,1,-0.242496
dsgdb9nsd_000137,2,-0.06773
dsgdb9nsd_000137,3,-0.056405
dsgdb9nsd_000137,4,-0.421717
dsgdb9nsd_000137,5,0.129152
dsgdb9nsd_000137,6,0.107676
dsgdb9nsd_000137,7,0.108764
dsgdb9nsd_000137,8,0.094035
dsgdb9nsd_000137,9,0.086461
dsgdb9nsd_000137,10,0.107114
dsgdb9nsd_000137,11,0.092872
dsgdb9nsd_000137,12,0.289089
dsgdb9nsd_000138,0,-0.41937
dsgdb9nsd_000138,1,-0.072326
dsgdb9nsd_000138,2,-0.151338
dsgdb9nsd_000138,3,-0.072325
dsgdb9nsd_000138,4,-0.41937
dsgdb9nsd_000138,5,0.285038
dsgdb9nsd_000138,6,0.083209
dsgdb9nsd_000138,7,0.083205
dsgdb9nsd_000138,8,0.115905
dsgdb9nsd_000138,9,0.115922
dsgdb9nsd_000138,10,0.083206
dsgdb9nsd_000138,11,0.083208
dsgdb9nsd_000138,12,0.285038
dsgdb9nsd_000139,0,-0.471994
dsgdb9nsd_000139,1,0.322672
dsgdb9nsd_000139,2,-0.15057
dsgdb9nsd_000139,3,-0.25235
dsgdb9nsd_000139,4,-0.25235
dsgdb9nsd_000139,5,0.194331
dsgdb9nsd_000139,6,0.11262
dsgdb9nsd_000139,7,0.119679
dsgdb9nsd_000139,8,0.129141
