id,molecule_name,atom_index_0,atom_index_1,type,scalar_coupling_constant
475,dsgdb9nsd_000039,6,8,3JHH,2.96774
476,dsgdb9nsd_000039,7,0,2JHC,-1.84932
477,dsgdb9nsd_000039,7,1,1JHC,81.2385
478,dsgdb9nsd_000039,7,2,2JHC,-1.61593
479,dsgdb9nsd_000039,7,3,3JHC,2.27791
480,dsgdb9nsd_000039,7,8,2JHH,-11.8293
481,dsgdb9nsd_000039,7,9,3JHH,11.0732
482,dsgdb9nsd_000039,7,10,3JHH,3.57029
483,dsgdb9nsd_000039,8,0,2JHC,-1.84966
484,dsgdb9nsd_000039,8,1,1JHC,81.2368
485,dsgdb9nsd_000039,8,2,2JHC,-1.61486
486,dsgdb9nsd_000039,8,3,3JHC,2.27771
487,dsgdb9nsd_000039,8,9,3JHH,3.57039
488,dsgdb9nsd_000039,8,10,3JHH,11.0814
489,dsgdb9nsd_000039,9,0,3JHC,2.27786
490,dsgdb9nsd_000039,9,1,2JHC,-1.61594
491,dsgdb9nsd_000039,9,2,1JHC,81.2386
492,dsgdb9nsd_000039,9,3,2JHC,-1.84931
493,dsgdb9nsd_000039,9,10,2JHH,-11.8292
494,dsgdb9nsd_000039,9,11,3JHH,12.352
495,dsgdb9nsd_000039,9,12,3JHH,3.42749
496,dsgdb9nsd_000039,9,13,3JHH,2.94388
497,dsgdb9nsd_000039,10,0,3JHC,2.27784
498,dsgdb9nsd_000039,10,1,2JHC,-1.61489
499,dsgdb9nsd_000039,10,2,1JHC,81.2367
500,dsgdb9nsd_000039,10,3,2JHC,-1.84969
501,dsgdb9nsd_000039,10,11,3JHH,3.40145
502,dsgdb9nsd_000039,10,12,3JHH,12.3505
503,dsgdb9nsd_000039,10,13,3JHH,2.96732
504,dsgdb9nsd_000039,11,1,3JHC,2.39687
505,dsgdb9nsd_000039,11,2,2JHC,-2.00775
506,dsgdb9nsd_000039,11,3,1JHC,84.3055
507,dsgdb9nsd_000039,11,12,2JHH,-11.3903
508,dsgdb9nsd_000039,11,13,2JHH,-11.5742
509,dsgdb9nsd_000039,12,1,3JHC,2.37221
510,dsgdb9nsd_000039,12,2,2JHC,-2.00572
511,dsgdb9nsd_000039,12,3,1JHC,84.2951
512,dsgdb9nsd_000039,12,13,2JHH,-11.5733
513,dsgdb9nsd_000039,13,1,3JHC,10.0683
514,dsgdb9nsd_000039,13,2,2JHC,-1.75447
515,dsgdb9nsd_000039,13,3,1JHC,81.1854
516,dsgdb9nsd_000040,4,0,1JHC,82.3069
517,dsgdb9nsd_000040,4,1,2JHC,-1.84036
518,dsgdb9nsd_000040,4,2,3JHC,12.1355
519,dsgdb9nsd_000040,4,5,2JHH,-11.8368
520,dsgdb9nsd_000040,4,6,2JHH,-11.8367
521,dsgdb9nsd_000040,4,7,3JHH,3.23247
522,dsgdb9nsd_000040,4,8,3JHH,3.23272
523,dsgdb9nsd_000040,5,0,1JHC,83.5913
524,dsgdb9nsd_000040,5,1,2JHC,-2.04198
525,dsgdb9nsd_000040,5,2,3JHC,2.55475
526,dsgdb9nsd_000040,5,6,2JHH,-11.2172
527,dsgdb9nsd_000040,5,7,3JHH,3.3194
528,dsgdb9nsd_000040,5,8,3JHH,12.8059
529,dsgdb9nsd_000040,6,0,1JHC,83.5923
530,dsgdb9nsd_000040,6,1,2JHC,-2.04218
531,dsgdb9nsd_000040,6,2,3JHC,2.55463
532,dsgdb9nsd_000040,6,7,3JHH,12.8052
533,dsgdb9nsd_000040,6,8,3JHH,3.31974
534,dsgdb9nsd_000040,7,0,2JHC,-2.0865
535,dsgdb9nsd_000040,7,1,1JHC,83.4384
536,dsgdb9nsd_000040,7,2,2JHC,-4.16079
537,dsgdb9nsd_000040,7,8,2JHH,-11.4908
538,dsgdb9nsd_000040,7,9,3JHH,10.1633
539,dsgdb9nsd_000040,7,10,3JHH,4.35606
540,dsgdb9nsd_000040,8,0,2JHC,-2.08761
541,dsgdb9nsd_000040,8,1,1JHC,83.4397
542,dsgdb9nsd_000040,8,2,2JHC,-4.16145
543,dsgdb9nsd_000040,8,9,3JHH,4.35411
544,dsgdb9nsd_000040,8,10,3JHH,10.1642
545,dsgdb9nsd_000040,9,0,3JHC,1.28231
546,dsgdb9nsd_000040,9,1,2JHC,-0.608264
547,dsgdb9nsd_000040,9,2,1JHC,86.7173
548,dsgdb9nsd_000040,9,10,2JHH,-6.35267
549,dsgdb9nsd_000040,9,11,3JHH,1.28204
550,dsgdb9nsd_000040,10,0,3JHC,1.28102
551,dsgdb9nsd_000040,10,1,2JHC,-0.612151
552,dsgdb9nsd_000040,10,2,1JHC,86.7081
553,dsgdb9nsd_000040,10,11,3JHH,1.2971
554,dsgdb9nsd_000040,11,1,3JHC,7.87228
555,dsgdb9nsd_000040,11,2,2JHC,-0.945573
556,dsgdb9nsd_000044,4,0,1JHC,86.0691
557,dsgdb9nsd_000044,4,1,2JHC,-5.21476
558,dsgdb9nsd_000044,4,2,3JHC,3.48313
559,dsgdb9nsd_000044,4,5,2JHH,-11.6946
560,dsgdb9nsd_000044,4,6,2JHH,-11.493
561,dsgdb9nsd_000044,4,7,3JHH,9.47686
562,dsgdb9nsd_000044,5,0,1JHC,80.1762
563,dsgdb9nsd_000044,5,1,2JHC,0.919212
564,dsgdb9nsd_000044,5,2,3JHC,0.42168
565,dsgdb9nsd_000044,5,6,2JHH,-12.5489
566,dsgdb9nsd_000044,5,7,3JHH,0.940035
567,dsgdb9nsd_000044,6,0,1JHC,84.8818
568,dsgdb9nsd_000044,6,1,2JHC,-4.44672
569,dsgdb9nsd_000044,6,2,3JHC,8.9944
570,dsgdb9nsd_000044,6,7,3JHH,2.33021
571,dsgdb9nsd_000044,7,0,2JHC,8.56048
572,dsgdb9nsd_000044,7,1,1JHC,108.909
573,dsgdb9nsd_000044,7,2,2JHC,-0.045295
574,dsgdb9nsd_000044,7,8,3JHH,2.05305
575,dsgdb9nsd_000044,7,9,3JHH,0.38354
576,dsgdb9nsd_000044,8,0,3JHC,0.809102
577,dsgdb9nsd_000044,8,1,2JHC,-0.014571
578,dsgdb9nsd_000044,8,2,1JHC,111.273
579,dsgdb9nsd_000044,8,9,2JHH,6.6784
580,dsgdb9nsd_000044,9,0,3JHC,2.34179
581,dsgdb9nsd_000044,9,1,2JHC,-0.929188
582,dsgdb9nsd_000044,9,2,1JHC,112.467
583,dsgdb9nsd_000046,4,1,2JHC,-1.35712
584,dsgdb9nsd_000046,4,2,3JHC,1.03688
585,dsgdb9nsd_000046,4,3,3JHC,1.03992
586,dsgdb9nsd_000046,4,5,3JHH,13.4649
587,dsgdb9nsd_000046,5,1,1JHC,117.522
588,dsgdb9nsd_000046,5,2,2JHC,1.24001
589,dsgdb9nsd_000046,5,3,2JHC,1.23919
590,dsgdb9nsd_000046,5,6,3JHH,5.38886
591,dsgdb9nsd_000046,5,7,3JHH,2.09119
592,dsgdb9nsd_000046,5,8,3JHH,2.09103
593,dsgdb9nsd_000046,5,9,3JHH,5.38923
594,dsgdb9nsd_000046,6,1,2JHC,0.700937
595,dsgdb9nsd_000046,6,2,1JHC,103.965
596,dsgdb9nsd_000046,6,3,2JHC,-1.8012
597,dsgdb9nsd_000046,6,7,2JHH,-5.19989
598,dsgdb9nsd_000046,6,8,3JHH,4.79001
599,dsgdb9nsd_000046,6,9,3JHH,8.76855
600,dsgdb9nsd_000046,7,1,2JHC,-2.9006
601,dsgdb9nsd_000046,7,2,1JHC,106.458
602,dsgdb9nsd_000046,7,3,2JHC,-1.33897
603,dsgdb9nsd_000046,7,8,3JHH,9.34874
604,dsgdb9nsd_000046,7,9,3JHH,4.79001
605,dsgdb9nsd_000046,8,1,2JHC,-2.90041
606,dsgdb9nsd_000046,8,2,2JHC,-1.339
607,dsgdb9nsd_000046,8,3,1JHC,106.457
608,dsgdb9nsd_000046,8,9,2JHH,-5.20042
609,dsgdb9nsd_000046,9,1,2JHC,0.700867
610,dsgdb9nsd_000046,9,2,2JHC,-1.80122
611,dsgdb9nsd_000046,9,3,1JHC,103.965
612,dsgdb9nsd_000047,4,0,1JHC,87.0564
613,dsgdb9nsd_000047,4,1,2JHC,-2.21577
614,dsgdb9nsd_000047,4,2,3JHC,0.784198
615,dsgdb9nsd_000047,4,3,2JHC,-2.21564
616,dsgdb9nsd_000047,4,5,2JHH,-9.66243
617,dsgdb9nsd_000047,4,6,3JHH,8.66475
618,dsgdb9nsd_000047,4,7,3JHH,7.16095
619,dsgdb9nsd_000047,4,10,3JHH,7.16095
620,dsgdb9nsd_000047,4,11,3JHH,8.66476
621,dsgdb9nsd_000047,5,0,1JHC,81.8849
622,dsgdb9nsd_000047,5,1,2JHC,-1.54545
623,dsgdb9nsd_000047,5,2,3JHC,9.56991
624,dsgdb9nsd_000047,5,3,2JHC,-1.54536
625,dsgdb9nsd_000047,5,6,3JHH,7.16097
626,dsgdb9nsd_000047,5,7,3JHH,0.713336
627,dsgdb9nsd_000047,5,10,3JHH,0.713336
628,dsgdb9nsd_000047,5,11,3JHH,7.16097
629,dsgdb9nsd_000047,6,0,2JHC,-2.21565
630,dsgdb9nsd_000047,6,1,1JHC,87.0565
631,dsgdb9nsd_000047,6,2,2JHC,-2.21578
632,dsgdb9nsd_000047,6,3,3JHC,0.784206
633,dsgdb9nsd_000047,6,7,2JHH,-9.66247
634,dsgdb9nsd_000047,6,8,3JHH,7.16097
635,dsgdb9nsd_000047,6,9,3JHH,8.66476
636,dsgdb9nsd_000047,7,0,2JHC,-1.54534
637,dsgdb9nsd_000047,7,1,1JHC,81.8849
638,dsgdb9nsd_000047,7,2,2JHC,-1.54544
639,dsgdb9nsd_000047,7,3,3JHC,9.5699
640,dsgdb9nsd_000047,7,8,3JHH,0.713336
641,dsgdb9nsd_000047,7,9,3JHH,7.16095
642,dsgdb9nsd_000047,8,0,3JHC,9.56991
643,dsgdb9nsd_000047,8,1,2JHC,-1.54536
644,dsgdb9nsd_000047,8,2,1JHC,81.8849
645,dsgdb9nsd_000047,8,3,2JHC,-1.54545
646,dsgdb9nsd_000047,8,9,2JHH,-9.66243
647,dsgdb9nsd_000047,8,10,3JHH,0.713336
648,dsgdb9nsd_000047,8,11,3JHH,7.16097
649,dsgdb9nsd_000047,9,0,3JHC,0.784198
650,dsgdb9nsd_000047,9,1,2JHC,-2.21564
651,dsgdb9nsd_000047,9,2,1JHC,87.0564
652,dsgdb9nsd_000047,9,3,2JHC,-2.21577
653,dsgdb9nsd_000047,9,10,3JHH,7.16095
654,dsgdb9nsd_000047,9,11,3JHH,8.66475
655,dsgdb9nsd_000047,10,0,2JHC,-1.54544
656,dsgdb9nsd_000047,10,1,3JHC,9.5699
657,dsgdb9nsd_000047,10,2,2JHC,-1.54534
658,dsgdb9nsd_000047,10,3,1JHC,81.8849
659,dsgdb9nsd_000047,10,11,2JHH,-9.66247
660,dsgdb9nsd_000047,11,0,2JHC,-2.21578
661,dsgdb9nsd_000047,11,1,3JHC,0.784206
662,dsgdb9nsd_000047,11,2,2JHC,-2.21565
663,dsgdb9nsd_000047,11,3,1JHC,87.0565
664,dsgdb9nsd_000049,5,0,1JHC,88.1271
665,dsgdb9nsd_000049,5,1,2JHC,-6.05927
666,dsgdb9nsd_000049,5,2,3JHC,2.49589
667,dsgdb9nsd_000049,5,3,3JHN,1.10774
668,dsgdb9nsd_000049,5,6,2JHH,-17.8006
669,dsgdb9nsd_000049,5,7,2JHH,-10.8577
670,dsgdb9nsd_000049,6,0,1JHC,88.8613
671,dsgdb9nsd_000049,6,1,2JHC,-6.01978
672,dsgdb9nsd_000049,6,2,3JHC,2.79985
673,dsgdb9nsd_000049,6,3,3JHN,1.03016
674,dsgdb9nsd_000049,6,7,2JHH,-10.5125
675,dsgdb9nsd_000049,7,0,1JHC,82.3424
676,dsgdb9nsd_000049,7,1,2JHC,-1.35413
677,dsgdb9nsd_000049,7,2,3JHC,4.85154
678,dsgdb9nsd_000049,7,3,3JHN,0.331655
679,dsgdb9nsd_000049,8,0,3JHC,1.51579
680,dsgdb9nsd_000049,8,1,2JHC,-5.24527
681,dsgdb9nsd_000049,8,2,1JHC,85.8853
682,dsgdb9nsd_000049,8,3,3JHN,2.42399
683,dsgdb9nsd_000049,8,9,2JHH,-11.252
684,dsgdb9nsd_000049,8,10,2JHH,-16.2873
685,dsgdb9nsd_000049,9,0,3JHC,6.79294
686,dsgdb9nsd_000049,9,1,2JHC,-4.71948
687,dsgdb9nsd_000049,9,2,1JHC,85.8043
688,dsgdb9nsd_000049,9,3,3JHN,1.83642
689,dsgdb9nsd_000049,9,10,2JHH,-11.251
690,dsgdb9nsd_000049,10,0,3JHC,1.50753
691,dsgdb9nsd_000049,10,1,2JHC,-5.25371
692,dsgdb9nsd_000049,10,2,1JHC,85.7797
693,dsgdb9nsd_000049,10,3,3JHN,2.43662
694,dsgdb9nsd_000049,11,1,3JHC,7.60806
695,dsgdb9nsd_000049,11,3,2JHN,0.784661
696,dsgdb9nsd_000050,5,0,1JHN,59.301
697,dsgdb9nsd_000050,5,1,2JHC,2.82625
698,dsgdb9nsd_000050,5,2,3JHC,6.73783
699,dsgdb9nsd_000050,5,3,3JHC,6.73789
700,dsgdb9nsd_000050,5,4,2JHC,2.82632
701,dsgdb9nsd_000050,5,6,3JHH,0.689723
702,dsgdb9nsd_000050,5,9,3JHH,0.689683
703,dsgdb9nsd_000050,6,0,2JHN,3.80559
704,dsgdb9nsd_000050,6,1,1JHC,125.638
705,dsgdb9nsd_000050,6,2,2JHC,5.96429
706,dsgdb9nsd_000050,6,3,3JHC,6.7284
707,dsgdb9nsd_000050,6,4,3JHC,4.69772
708,dsgdb9nsd_000050,6,7,3JHH,0.82733
709,dsgdb9nsd_000050,7,0,3JHN,3.58086
710,dsgdb9nsd_000050,7,1,2JHC,6.6101
711,dsgdb9nsd_000050,7,2,1JHC,128.629
712,dsgdb9nsd_000050,7,3,2JHC,3.66156
713,dsgdb9nsd_000050,7,4,3JHC,7.2705
714,dsgdb9nsd_000050,7,8,3JHH,1.42582
715,dsgdb9nsd_000050,8,0,3JHN,3.58088
716,dsgdb9nsd_000050,8,1,3JHC,7.27054
717,dsgdb9nsd_000050,8,2,2JHC,3.66161
718,dsgdb9nsd_000050,8,3,1JHC,128.629
719,dsgdb9nsd_000050,8,4,2JHC,6.6101
720,dsgdb9nsd_000050,8,9,3JHH,0.827368
721,dsgdb9nsd_000050,9,0,2JHN,3.8056
722,dsgdb9nsd_000050,9,1,3JHC,4.69772
723,dsgdb9nsd_000050,9,2,3JHC,6.72837
724,dsgdb9nsd_000050,9,3,2JHC,5.96424
725,dsgdb9nsd_000050,9,4,1JHC,125.638
726,dsgdb9nsd_000051,5,0,1JHN,57.3979
727,dsgdb9nsd_000051,5,1,2JHC,4.37531
728,dsgdb9nsd_000051,5,2,3JHC,7.87579
729,dsgdb9nsd_000051,5,3,3JHN,-0.80412
730,dsgdb9nsd_000051,5,4,2JHC,4.15624
731,dsgdb9nsd_000051,5,6,3JHH,0.103684
732,dsgdb9nsd_000051,5,8,3JHH,-0.788261
733,dsgdb9nsd_000051,6,0,2JHN,4.27436
734,dsgdb9nsd_000051,6,1,1JHC,128.354
735,dsgdb9nsd_000051,6,2,2JHC,6.751
736,dsgdb9nsd_000051,6,3,3JHN,0.169327
737,dsgdb9nsd_000051,6,4,3JHC,5.91446
738,dsgdb9nsd_000051,6,7,3JHH,-0.42693
739,dsgdb9nsd_000051,7,0,3JHN,2.00674
740,dsgdb9nsd_000051,7,1,2JHC,14.8351
741,dsgdb9nsd_000051,7,2,1JHC,134.89
742,dsgdb9nsd_000051,7,3,2JHN,9.05653
743,dsgdb9nsd_000051,7,4,3JHC,10.2926
744,dsgdb9nsd_000051,8,0,2JHN,7.66335
745,dsgdb9nsd_000051,8,1,3JHC,1.6192
746,dsgdb9nsd_000051,8,2,3JHC,8.66528
747,dsgdb9nsd_000051,8,3,2JHN,9.96936
748,dsgdb9nsd_000051,8,4,1JHC,129.188
749,dsgdb9nsd_000052,5,1,1JHC,133.453
750,dsgdb9nsd_000052,5,2,2JHC,11.0216
751,dsgdb9nsd_000052,5,3,3JHC,5.27525
752,dsgdb9nsd_000052,5,4,3JHC,4.78968
753,dsgdb9nsd_000052,5,6,3JHH,-0.048813
754,dsgdb9nsd_000052,6,1,2JHC,8.5724
755,dsgdb9nsd_000052,6,2,1JHC,131.108
756,dsgdb9nsd_000052,6,3,2JHC,3.77987
757,dsgdb9nsd_000052,6,4,3JHC,7.03944
758,dsgdb9nsd_000052,6,7,3JHH,1.15726
759,dsgdb9nsd_000052,7,1,3JHC,7.03945
760,dsgdb9nsd_000052,7,2,2JHC,3.77986
761,dsgdb9nsd_000052,7,3,1JHC,131.108
762,dsgdb9nsd_000052,7,4,2JHC,8.57246
763,dsgdb9nsd_000052,7,8,3JHH,-0.048813
764,dsgdb9nsd_000052,8,1,3JHC,4.78962
765,dsgdb9nsd_000052,8,2,3JHC,5.27526
766,dsgdb9nsd_000052,8,3,2JHC,11.0216
767,dsgdb9nsd_000052,8,4,1JHC,133.453
768,dsgdb9nsd_000053,5,1,1JHC,137.163
769,dsgdb9nsd_000053,5,2,2JHC,11.9544
770,dsgdb9nsd_000053,5,3,3JHN,0.184333
771,dsgdb9nsd_000053,5,4,3JHC,6.35128
772,dsgdb9nsd_000053,5,6,3JHH,-0.817783
773,dsgdb9nsd_000053,6,1,2JHC,16.2774
774,dsgdb9nsd_000053,6,2,1JHC,138.74
775,dsgdb9nsd_000053,6,3,2JHN,8.87941
776,dsgdb9nsd_000053,6,4,3JHC,10.3226
777,dsgdb9nsd_000053,7,1,3JHC,1.5463
778,dsgdb9nsd_000053,7,2,3JHC,7.08456
779,dsgdb9nsd_000053,7,3,2JHN,11.371
780,dsgdb9nsd_000053,7,4,1JHC,138.818
781,dsgdb9nsd_000055,5,0,1JHC,79.6912
782,dsgdb9nsd_000055,5,1,2JHC,-2.80901
783,dsgdb9nsd_000055,5,2,3JHC,2.67738
784,dsgdb9nsd_000055,5,3,3JHC,7.21331
785,dsgdb9nsd_000055,5,6,2JHH,-10.6656
786,dsgdb9nsd_000055,5,7,2JHH,-11.8623
787,dsgdb9nsd_000055,6,0,1JHC,83.683
788,dsgdb9nsd_000055,6,1,2JHC,-3.06692
789,dsgdb9nsd_000055,6,2,3JHC,7.26063
790,dsgdb9nsd_000055,6,3,3JHC,2.46406
791,dsgdb9nsd_000055,6,7,2JHH,-11.1578
792,dsgdb9nsd_000055,7,0,1JHC,78.2828
793,dsgdb9nsd_000055,7,1,2JHC,1.53864
794,dsgdb9nsd_000055,7,2,3JHC,0.652705
795,dsgdb9nsd_000055,7,3,3JHC,1.04855
796,dsgdb9nsd_000055,8,0,3JHC,0.653122
797,dsgdb9nsd_000055,8,1,2JHC,1.53888
798,dsgdb9nsd_000055,8,2,1JHC,78.2818
799,dsgdb9nsd_000055,8,3,3JHC,1.0478
800,dsgdb9nsd_000055,8,9,2JHH,-11.1574
801,dsgdb9nsd_000055,8,10,2JHH,-11.8634
802,dsgdb9nsd_000055,9,0,3JHC,7.26101
803,dsgdb9nsd_000055,9,1,2JHC,-3.06638
804,dsgdb9nsd_000055,9,2,1JHC,83.6822
805,dsgdb9nsd_000055,9,3,3JHC,2.46408
806,dsgdb9nsd_000055,9,10,2JHH,-10.6663
807,dsgdb9nsd_000055,10,0,3JHC,2.67699
808,dsgdb9nsd_000055,10,1,2JHC,-2.80958
809,dsgdb9nsd_000055,10,2,1JHC,79.6918
810,dsgdb9nsd_000055,10,3,3JHC,7.21315
811,dsgdb9nsd_000055,11,0,3JHC,2.59298
812,dsgdb9nsd_000055,11,1,2JHC,-3.33848
813,dsgdb9nsd_000055,11,2,3JHC,7.68584
814,dsgdb9nsd_000055,11,3,1JHC,82.5918
815,dsgdb9nsd_000055,11,12,2JHH,-11.1778
816,dsgdb9nsd_000055,11,13,2JHH,-11.0438
817,dsgdb9nsd_000055,12,0,3JHC,7.68603
818,dsgdb9nsd_000055,12,1,2JHC,-3.33848
819,dsgdb9nsd_000055,12,2,3JHC,2.592
820,dsgdb9nsd_000055,12,3,1JHC,82.5895
821,dsgdb9nsd_000055,12,13,2JHH,-11.0441
822,dsgdb9nsd_000055,13,0,3JHC,1.05203
823,dsgdb9nsd_000055,13,1,2JHC,2.15932
824,dsgdb9nsd_000055,13,2,3JHC,1.05222
825,dsgdb9nsd_000055,13,3,1JHC,78.5151
826,dsgdb9nsd_000055,14,0,3JHC,0.584818
827,dsgdb9nsd_000055,14,1,2JHC,-0.784521
828,dsgdb9nsd_000055,14,2,3JHC,0.584727
829,dsgdb9nsd_000055,14,3,3JHC,7.93283
830,dsgdb9nsd_000056,5,0,1JHC,82.7885
831,dsgdb9nsd_000056,5,1,2JHC,-3.31913
832,dsgdb9nsd_000056,5,3,3JHC,0.07305
833,dsgdb9nsd_000056,5,6,2JHH,-17.0372
834,dsgdb9nsd_000056,5,7,2JHH,-10.51
835,dsgdb9nsd_000056,6,0,1JHC,82.8203
836,dsgdb9nsd_000056,6,1,2JHC,-3.30525
837,dsgdb9nsd_000056,6,3,3JHC,0.077468
838,dsgdb9nsd_000056,6,7,2JHH,-10.4723
839,dsgdb9nsd_000056,7,0,1JHC,91.0982
840,dsgdb9nsd_000056,7,1,2JHC,-6.49441
841,dsgdb9nsd_000056,7,3,3JHC,5.255
842,dsgdb9nsd_000056,8,1,3JHC,2.3673
843,dsgdb9nsd_000056,8,3,2JHC,16.0897
844,dsgdb9nsd_000056,8,4,1JHC,197.184
845,dsgdb9nsd_000057,5,0,1JHC,85.0655
846,dsgdb9nsd_000057,5,1,2JHC,-3.9697
847,dsgdb9nsd_000057,5,3,3JHC,0.02677
848,dsgdb9nsd_000057,5,6,2JHH,-17.9188
849,dsgdb9nsd_000057,5,7,2JHH,-10.7473
850,dsgdb9nsd_000057,6,0,1JHC,85.061
851,dsgdb9nsd_000057,6,1,2JHC,-3.97155
852,dsgdb9nsd_000057,6,3,3JHC,0.026004
853,dsgdb9nsd_000057,6,7,2JHH,-10.7526
854,dsgdb9nsd_000057,7,0,1JHC,91.1727
855,dsgdb9nsd_000057,7,1,2JHC,-6.46907
856,dsgdb9nsd_000057,7,3,3JHC,5.93853
857,dsgdb9nsd_000059,5,0,1JHN,58.1002
858,dsgdb9nsd_000059,5,1,2JHC,-2.61259
859,dsgdb9nsd_000059,5,3,3JHC,8.91061
860,dsgdb9nsd_000059,5,6,2JHH,5.90965
861,dsgdb9nsd_000059,6,0,1JHN,57.24
862,dsgdb9nsd_000059,6,1,2JHC,3.71587
863,dsgdb9nsd_000059,6,3,3JHC,0.861965
864,dsgdb9nsd_000059,7,1,3JHC,2.32412
865,dsgdb9nsd_000059,7,3,2JHC,16.5772
866,dsgdb9nsd_000059,7,4,1JHC,195.733
867,dsgdb9nsd_000060,5,0,1JHC,84.4327
868,dsgdb9nsd_000060,5,1,2JHC,-3.91544
869,dsgdb9nsd_000060,5,3,3JHC,-0.444453
870,dsgdb9nsd_000060,5,6,2JHH,-18.3082
871,dsgdb9nsd_000060,5,7,2JHH,-10.1906
872,dsgdb9nsd_000060,6,0,1JHC,84.42
873,dsgdb9nsd_000060,6,1,2JHC,-3.91973
874,dsgdb9nsd_000060,6,3,3JHC,-0.445663
875,dsgdb9nsd_000060,6,7,2JHH,-10.2056
876,dsgdb9nsd_000060,7,0,1JHC,88.2825
877,dsgdb9nsd_000060,7,1,2JHC,-4.85262
878,dsgdb9nsd_000060,7,3,3JHC,4.25091
879,dsgdb9nsd_000060,8,0,3JHC,3.49741
880,dsgdb9nsd_000060,8,1,2JHC,24.3877
881,dsgdb9nsd_000060,8,3,1JHC,121.767
882,dsgdb9nsd_000063,5,0,1JHC,82.7545
883,dsgdb9nsd_000063,5,1,2JHC,-1.80896
884,dsgdb9nsd_000063,5,2,3JHC,1.88041
885,dsgdb9nsd_000063,5,3,3JHC,9.69717
886,dsgdb9nsd_000063,5,6,2JHH,-10.9142
887,dsgdb9nsd_000063,5,7,2JHH,-10.84
888,dsgdb9nsd_000063,5,8,3JHH,3.52879
889,dsgdb9nsd_000063,6,0,1JHC,82.6664
890,dsgdb9nsd_000063,6,1,2JHC,-1.40134
891,dsgdb9nsd_000063,6,2,3JHC,8.91241
892,dsgdb9nsd_000063,6,3,3JHC,2.0559
893,dsgdb9nsd_000063,6,7,2JHH,-11.542
894,dsgdb9nsd_000063,6,8,3JHH,3.13384
895,dsgdb9nsd_000063,7,0,1JHC,85.4122
896,dsgdb9nsd_000063,7,1,2JHC,-1.79652
897,dsgdb9nsd_000063,7,2,3JHC,2.7216
898,dsgdb9nsd_000063,7,3,3JHC,2.46697
899,dsgdb9nsd_000063,7,8,3JHH,11.104
900,dsgdb9nsd_000063,8,0,2JHC,-3.19491
901,dsgdb9nsd_000063,8,1,1JHC,86.2557
902,dsgdb9nsd_000063,8,2,2JHC,-3.19491
903,dsgdb9nsd_000063,8,3,2JHC,-8.63328
904,dsgdb9nsd_000063,8,4,3JHC,3.85028
905,dsgdb9nsd_000063,8,9,3JHH,11.1043
906,dsgdb9nsd_000063,8,10,3JHH,3.13264
907,dsgdb9nsd_000063,8,11,3JHH,3.53009
908,dsgdb9nsd_000063,9,0,3JHC,2.72309
909,dsgdb9nsd_000063,9,1,2JHC,-1.79621
910,dsgdb9nsd_000063,9,2,1JHC,85.4127
911,dsgdb9nsd_000063,9,3,3JHC,2.46605
912,dsgdb9nsd_000063,9,10,2JHH,-11.5425
913,dsgdb9nsd_000063,9,11,2JHH,-10.8398
914,dsgdb9nsd_000063,10,0,3JHC,8.91231
915,dsgdb9nsd_000063,10,1,2JHC,-1.4016
916,dsgdb9nsd_000063,10,2,1JHC,82.6692
917,dsgdb9nsd_000063,10,3,3JHC,2.05726
918,dsgdb9nsd_000063,10,11,2JHH,-10.9137
919,dsgdb9nsd_000063,11,0,3JHC,1.87903
920,dsgdb9nsd_000063,11,1,2JHC,-1.8089
921,dsgdb9nsd_000063,11,2,1JHC,82.7516
922,dsgdb9nsd_000063,11,3,3JHC,9.69734
923,dsgdb9nsd_000063,12,1,3JHC,2.0999
924,dsgdb9nsd_000063,12,3,2JHC,18.1326
925,dsgdb9nsd_000063,12,4,1JHC,196.575
926,dsgdb9nsd_000065,5,0,1JHC,86.286
927,dsgdb9nsd_000065,5,1,2JHC,-2.70554
928,dsgdb9nsd_000065,5,2,3JHN,0.740765
929,dsgdb9nsd_000065,5,3,3JHC,9.26272
930,dsgdb9nsd_000065,5,6,2JHH,-11.0437
931,dsgdb9nsd_000065,5,7,2JHH,-10.9021
932,dsgdb9nsd_000065,5,8,3JHH,4.04323
933,dsgdb9nsd_000065,6,0,1JHC,83.1433
934,dsgdb9nsd_000065,6,1,2JHC,-0.142775
935,dsgdb9nsd_000065,6,2,3JHN,4.68904
936,dsgdb9nsd_000065,6,3,3JHC,1.082
937,dsgdb9nsd_000065,6,7,2JHH,-11.9139
938,dsgdb9nsd_000065,6,8,3JHH,3.12541
939,dsgdb9nsd_000065,7,0,1JHC,85.0522
940,dsgdb9nsd_000065,7,1,2JHC,-3.1432
941,dsgdb9nsd_000065,7,2,3JHN,1.09287
942,dsgdb9nsd_000065,7,3,3JHC,2.95555
943,dsgdb9nsd_000065,7,8,3JHH,11.2689
944,dsgdb9nsd_000065,8,0,2JHC,-3.89557
945,dsgdb9nsd_000065,8,1,1JHC,93.4157
946,dsgdb9nsd_000065,8,2,2JHN,2.24208
947,dsgdb9nsd_000065,8,3,2JHC,-3.62842
948,dsgdb9nsd_000065,8,4,3JHN,0.777179
949,dsgdb9nsd_000065,8,9,3JHH,13.1715
950,dsgdb9nsd_000065,8,10,3JHH,2.40551
951,dsgdb9nsd_000065,9,0,3JHC,1.53076
952,dsgdb9nsd_000065,9,1,2JHC,-1.08303
