molecule_name,atom_index_0,atom_index_1,type,fc,sd,pso,dso
dsgdb9nsd_000029,7,2,2JHC,-9.42677,0.181692,0.091616,-0.215013
dsgdb9nsd_000029,7,3,1JHC,90.5625,0.14222,1.01065,0.545549
dsgdb9nsd_000029,7,8,2JHH,-14.8477,0.3657,2.49448,-2.78357
dsgdb9nsd_000029,7,9,2JHH,-14.8481,0.365701,2.49449,-2.78358
dsgdb9nsd_000029,8,1,3JHC,4.20396,-0.093882,0.608707,-0.432784
dsgdb9nsd_000029,8,2,2JHC,-9.42633,0.181698,0.09162,-0.215012
dsgdb9nsd_000029,8,3,1JHC,90.564,0.142216,1.01065,0.54555
dsgdb9nsd_000029,8,9,2JHH,-14.8479,0.365697,2.49449,-2.78358
dsgdb9nsd_000029,9,1,3JHC,4.20403,-0.093875,0.608709,-0.432783
dsgdb9nsd_000029,9,2,2JHC,-9.4273,0.181695,0.091615,-0.215012
dsgdb9nsd_000029,9,3,1JHC,90.5635,0.142219,1.01064,0.545548
dsgdb9nsd_000030,4,0,1JHC,84.2048,0.202033,0.879196,0.566404
dsgdb9nsd_000030,4,1,2JHC,-2.21795,0.062992,0.238272,-0.216803
dsgdb9nsd_000030,4,2,3JHC,2.37042,-0.051977,0.022171,0.036071
dsgdb9nsd_000030,4,5,2JHH,-11.6786,0.38901,2.36512,-2.68041
dsgdb9nsd_000030,4,6,2JHH,-11.0422,0.372529,2.42627,-2.78315
dsgdb9nsd_000030,4,7,3JHH,3.58735,0.060034,0.59133,-0.686663
dsgdb9nsd_000030,4,8,3JHH,13.0907,0.038653,2.12854,-2.92522
dsgdb9nsd_000030,5,0,1JHC,84.2039,0.202034,0.879196,0.566403
dsgdb9nsd_000030,5,1,2JHC,-2.21791,0.062998,0.238264,-0.216796
dsgdb9nsd_000030,5,2,3JHC,2.37012,-0.051988,0.022198,0.036046
dsgdb9nsd_000030,5,6,2JHH,-11.0421,0.372529,2.42628,-2.78315
dsgdb9nsd_000030,5,7,3JHH,13.0908,0.038658,2.12855,-2.92525
dsgdb9nsd_000030,5,8,3JHH,3.58768,0.060034,0.591328,-0.686661
dsgdb9nsd_000030,6,0,1JHC,80.9296,0.1776,0.993552,0.548326
dsgdb9nsd_000030,6,1,2JHC,-1.86189,0.061197,0.227324,-0.217027
dsgdb9nsd_000030,6,2,3JHC,10.902,0.069506,0.324125,-0.419218
dsgdb9nsd_000030,6,7,3JHH,3.24211,0.069799,0.536639,-0.58821
dsgdb9nsd_000030,6,8,3JHH,3.24136,0.069791,0.536666,-0.588251
dsgdb9nsd_000030,7,0,2JHC,-3.55717,0.065575,0.262401,-0.245186
dsgdb9nsd_000030,7,1,1JHC,88.0634,0.074932,0.816736,0.767253
dsgdb9nsd_000030,7,2,2JHC,-9.07145,0.195942,0.014236,-0.133674
dsgdb9nsd_000030,7,3,3JHC,4.14346,-0.096777,0.651457,-0.469136
dsgdb9nsd_000030,7,8,2JHH,-15.8422,0.376986,2.12898,-2.24656
dsgdb9nsd_000030,8,0,2JHC,-3.55637,0.065571,0.262403,-0.245197
dsgdb9nsd_000030,8,1,1JHC,88.0648,0.074935,0.816689,0.76725
dsgdb9nsd_000030,8,2,2JHC,-9.06937,0.195878,0.014306,-0.133707
dsgdb9nsd_000030,8,3,3JHC,4.14302,-0.096735,0.651248,-0.469081
dsgdb9nsd_000030,9,1,3JHC,2.32204,0.084333,0.416755,-0.503429
dsgdb9nsd_000030,9,2,2JHC,14.1154,0.948468,5.21204,-1.21922
dsgdb9nsd_000030,9,3,1JHC,197.12,0.845023,-0.643514,0.464418
dsgdb9nsd_000031,4,0,1JHC,85.5502,0.208783,0.84845,0.560766
dsgdb9nsd_000031,4,1,2JHC,-2.49587,0.057684,0.229953,-0.219272
dsgdb9nsd_000031,4,2,3JHC,2.34385,-0.048348,-0.014251,0.072203
dsgdb9nsd_000031,4,5,2JHH,-11.6767,0.39129,2.37357,-2.71526
dsgdb9nsd_000031,4,6,2JHH,-11.4119,0.377757,2.42939,-2.8055
dsgdb9nsd_000031,4,7,3JHH,3.48416,0.058188,0.588956,-0.691589
dsgdb9nsd_000031,4,8,3JHH,13.2832,0.037111,2.12835,-2.93199
dsgdb9nsd_000031,5,0,1JHC,85.5559,0.208857,0.84835,0.560737
dsgdb9nsd_000031,5,1,2JHC,-2.49222,0.057708,0.229983,-0.219322
dsgdb9nsd_000031,5,2,3JHC,2.34111,-0.048442,-0.013945,0.07182
dsgdb9nsd_000031,5,6,2JHH,-11.4108,0.377771,2.42944,-2.80552
dsgdb9nsd_000031,5,7,3JHH,13.2906,0.037148,2.12843,-2.93209
dsgdb9nsd_000031,5,8,3JHH,3.48682,0.058144,0.589173,-0.691929
dsgdb9nsd_000031,6,0,1JHC,82.2805,0.186716,0.946765,0.543343
dsgdb9nsd_000031,6,1,2JHC,-1.38393,0.065951,0.238974,-0.207057
dsgdb9nsd_000031,6,2,3JHC,10.9924,0.064781,0.323187,-0.39148
dsgdb9nsd_000031,6,7,3JHH,3.44158,0.066959,0.55366,-0.621132
dsgdb9nsd_000031,6,8,3JHH,3.43305,0.066958,0.553337,-0.620699
dsgdb9nsd_000031,7,0,2JHC,-3.34786,0.060376,0.281238,-0.257195
dsgdb9nsd_000031,7,1,1JHC,87.539,0.108924,0.758939,0.756823
dsgdb9nsd_000031,7,2,2JHC,-7.44252,0.172716,-0.007448,-0.059125
dsgdb9nsd_000031,7,3,3JHN,0.787952,-0.028243,0.235448,-0.152019
dsgdb9nsd_000031,7,8,2JHH,-15.5935,0.38108,2.15913,-2.32848
dsgdb9nsd_000031,8,0,2JHC,-3.34532,0.060331,0.28101,-0.25711
dsgdb9nsd_000031,8,1,1JHC,87.6073,0.109155,0.758104,0.756784
dsgdb9nsd_000031,8,2,2JHC,-7.40707,0.171963,-0.006543,-0.059961
dsgdb9nsd_000031,8,3,3JHN,0.788283,-0.02809,0.234235,-0.151865
dsgdb9nsd_000032,4,0,1JHN,35.8186,0.052713,1.68146,0.166217
dsgdb9nsd_000032,4,1,2JHC,-0.101379,0.072248,0.438716,-0.396759
dsgdb9nsd_000032,4,2,3JHC,11.3189,0.07772,0.436582,-0.541569
dsgdb9nsd_000032,4,5,2JHH,-10.0301,0.53885,4.6453,-4.49066
dsgdb9nsd_000032,4,6,3JHH,1.86055,0.037964,0.921412,-1.07871
dsgdb9nsd_000032,4,7,3JHH,2.95902,0.077021,0.735482,-0.72631
dsgdb9nsd_000032,5,0,1JHN,36.521,0.045788,1.6114,0.171265
dsgdb9nsd_000032,5,1,2JHC,-1.50169,0.048732,0.420795,-0.406563
dsgdb9nsd_000032,5,2,3JHC,1.14079,-0.045182,0.013844,0.039839
dsgdb9nsd_000032,5,6,3JHH,2.83573,0.054201,0.817801,-0.958544
dsgdb9nsd_000032,5,7,3JHH,14.4799,0.043069,2.82525,-3.78246
dsgdb9nsd_000032,6,0,2JHN,0.633008,-0.024037,0.140472,-0.115638
dsgdb9nsd_000032,6,1,1JHC,91.9382,0.075257,0.452488,0.816472
dsgdb9nsd_000032,6,2,2JHC,-5.06028,0.158262,-0.016015,-0.029727
dsgdb9nsd_000032,6,3,3JHN,0.729971,-0.01661,0.246704,-0.1467
dsgdb9nsd_000032,6,7,2JHH,-14.9501,0.408926,2.03863,-2.24008
dsgdb9nsd_000032,7,0,2JHN,1.26222,-0.005353,0.196939,-0.075503
dsgdb9nsd_000032,7,1,1JHC,93.9488,0.080384,0.380761,0.815004
dsgdb9nsd_000032,7,2,2JHC,-8.81062,0.178591,0.011147,-0.038333
dsgdb9nsd_000032,7,3,3JHN,0.766189,-0.017169,0.261257,-0.151022
dsgdb9nsd_000033,4,1,2JHC,-0.915908,0.022585,0.686271,-0.565903
dsgdb9nsd_000033,4,2,3JHC,9.51713,0.103299,0.564792,-0.732287
dsgdb9nsd_000033,4,5,3JHH,1.51443,0.044014,0.989097,-0.987027
dsgdb9nsd_000033,4,6,3JHH,1.51962,0.044237,0.988027,-0.985476
dsgdb9nsd_000033,5,1,1JHC,95.7544,0.047468,0.181969,0.88138
dsgdb9nsd_000033,5,2,2JHC,-8.61841,0.173027,-0.018025,-0.104805
dsgdb9nsd_000033,5,3,3JHC,3.81584,-0.055373,0.678493,-0.455968
dsgdb9nsd_000033,5,6,2JHH,-13.0897,0.424369,1.9896,-2.18084
dsgdb9nsd_000033,6,1,1JHC,95.7503,0.047456,0.182024,0.881385
dsgdb9nsd_000033,6,2,2JHC,-8.62026,0.173032,-0.018012,-0.104803
dsgdb9nsd_000033,6,3,3JHC,3.81573,-0.055383,0.678474,-0.455964
dsgdb9nsd_000033,7,1,3JHC,2.49734,0.069951,0.324261,-0.486473
dsgdb9nsd_000033,7,2,2JHC,14.1706,0.940665,5.25848,-1.21206
dsgdb9nsd_000033,7,3,1JHC,198.462,0.857415,-0.789755,0.455385
dsgdb9nsd_000034,4,1,2JHC,-0.413393,0.040023,0.719519,-0.586088
dsgdb9nsd_000034,4,2,3JHC,10.2688,0.097855,0.577567,-0.70708
dsgdb9nsd_000034,4,5,3JHH,1.63117,0.037503,1.06979,-1.11089
dsgdb9nsd_000034,4,6,3JHH,1.65023,0.03824,1.06628,-1.1058
dsgdb9nsd_000034,5,1,1JHC,95.3531,0.092574,0.139011,0.87368
dsgdb9nsd_000034,5,2,2JHC,-6.87395,0.156989,-0.012297,-0.026506
dsgdb9nsd_000034,5,3,3JHN,0.735393,-0.00792,0.266462,-0.147065
dsgdb9nsd_000034,5,6,2JHH,-12.8539,0.429505,2.01845,-2.25155
dsgdb9nsd_000034,6,1,1JHC,95.3386,0.092517,0.1392,0.873695
dsgdb9nsd_000034,6,2,2JHC,-6.88066,0.157015,-0.012285,-0.026488
dsgdb9nsd_000034,6,3,3JHN,0.735445,-0.007934,0.266452,-0.147066
dsgdb9nsd_000037,4,0,1JHC,88.601,0.207576,0.143418,0.664891
dsgdb9nsd_000037,4,2,3JHC,4.4423,0.00647,0.193614,-0.405672
dsgdb9nsd_000037,4,5,2JHH,-9.99035,0.43244,2.19126,-2.6274
dsgdb9nsd_000037,4,6,2JHH,-8.7205,0.450329,2.2982,-2.77389
dsgdb9nsd_000037,5,0,1JHC,93.8833,0.173914,0.190396,0.717529
dsgdb9nsd_000037,5,2,3JHC,10.925,-0.040466,-0.33239,0.208077
dsgdb9nsd_000037,5,6,2JHH,-9.99145,0.432445,2.19126,-2.62745
dsgdb9nsd_000037,6,0,1JHC,88.6005,0.207589,0.143394,0.664882
dsgdb9nsd_000037,6,2,3JHC,4.45048,0.0065,0.19381,-0.40588
dsgdb9nsd_000037,7,0,3JHC,3.83138,-0.057557,-0.06762,0.078063
dsgdb9nsd_000037,7,2,1JHC,125.31,0.333907,-0.550873,1.26769
dsgdb9nsd_000038,4,1,2JHC,-0.740708,0.005468,0.589074,-0.581339
dsgdb9nsd_000038,4,2,3JHC,-0.637635,-0.031382,-0.109841,-0.028281
dsgdb9nsd_000038,4,5,3JHH,3.09175,0.088578,0.800712,-0.780526
dsgdb9nsd_000038,4,6,3JHH,14.472,0.071754,3.5395,-4.60955
dsgdb9nsd_000038,5,1,1JHC,92.5103,0.112108,0.100101,0.930787
dsgdb9nsd_000038,5,2,2JHC,-1.86514,0.074218,-0.085295,-0.065874
dsgdb9nsd_000038,5,6,2JHH,-16.8034,0.424623,1.86285,-2.05354
dsgdb9nsd_000038,5,7,3JHH,3.7853,-0.019072,1.86721,-2.63388
dsgdb9nsd_000038,6,1,1JHC,88.4993,0.072274,0.106789,0.927221
dsgdb9nsd_000038,6,2,2JHC,-4.20508,0.171371,0.057741,0.001584
dsgdb9nsd_000038,6,7,3JHH,0.037174,0.011302,1.19897,-1.51686
dsgdb9nsd_000038,7,1,2JHC,25.239,0.042566,-0.110157,-0.159912
dsgdb9nsd_000038,7,2,1JHC,114.409,0.367071,-1.12048,1.02393
dsgdb9nsd_000039,4,0,1JHC,82.532,0.173544,0.994307,0.595028
dsgdb9nsd_000039,4,1,2JHC,-2.10379,0.083924,0.221476,-0.207296
dsgdb9nsd_000039,4,2,3JHC,2.39584,-0.031165,0.010734,-0.003652
dsgdb9nsd_000039,4,5,2JHH,-11.4939,0.370397,2.3002,-2.56709
dsgdb9nsd_000039,4,6,2JHH,-11.6404,0.368079,2.3601,-2.66109
dsgdb9nsd_000039,4,7,3JHH,3.46165,0.066864,0.518394,-0.618909
dsgdb9nsd_000039,4,8,3JHH,13.162,0.03134,2.0235,-2.86636
dsgdb9nsd_000039,5,0,1JHC,82.5429,0.173485,0.99425,0.595096
dsgdb9nsd_000039,5,1,2JHC,-2.10633,0.084032,0.221761,-0.207261
dsgdb9nsd_000039,5,2,3JHC,2.42118,-0.031249,0.010338,-0.002871
dsgdb9nsd_000039,5,6,2JHH,-11.6414,0.368081,2.35988,-2.66082
dsgdb9nsd_000039,5,7,3JHH,13.1635,0.031386,2.02364,-2.86652
dsgdb9nsd_000039,5,8,3JHH,3.43654,0.066355,0.521506,-0.623443
dsgdb9nsd_000039,6,0,1JHC,79.3987,0.173467,1.04651,0.566663
dsgdb9nsd_000039,6,1,2JHC,-1.79609,0.066726,0.204224,-0.229281
dsgdb9nsd_000039,6,2,3JHC,10.1917,0.024487,0.278889,-0.426829
dsgdb9nsd_000039,6,7,3JHH,2.95652,0.072445,0.472075,-0.557625
dsgdb9nsd_000039,6,8,3JHH,2.97898,0.072986,0.469235,-0.553466
dsgdb9nsd_000039,7,0,2JHC,-1.88446,0.072928,0.186129,-0.223917
dsgdb9nsd_000039,7,1,1JHC,79.5051,0.105065,0.803454,0.82485
dsgdb9nsd_000039,7,2,2JHC,-1.6921,0.082448,0.132713,-0.138993
dsgdb9nsd_000039,7,3,3JHC,2.29952,-0.031356,0.016733,-0.00698
dsgdb9nsd_000039,7,8,2JHH,-12.124,0.379896,1.92662,-2.01178
dsgdb9nsd_000039,7,9,3JHH,11.8673,0.038474,2.00138,-2.83389
dsgdb9nsd_000039,7,10,3JHH,3.54592,0.07256,0.448686,-0.496873
dsgdb9nsd_000039,8,0,2JHC,-1.88475,0.072932,0.186128,-0.223971
dsgdb9nsd_000039,8,1,1JHC,79.5034,0.105122,0.803449,0.824828
dsgdb9nsd_000039,8,2,2JHC,-1.69086,0.082411,0.132662,-0.139068
dsgdb9nsd_000039,8,3,3JHC,2.29936,-0.031413,0.016711,-0.006947
dsgdb9nsd_000039,8,9,3JHH,3.54601,0.072563,0.448674,-0.496854
dsgdb9nsd_000039,8,10,3JHH,11.8754,0.038457,2.00138,-2.83389
dsgdb9nsd_000039,9,0,3JHC,2.29947,-0.031355,0.016734,-0.006982
dsgdb9nsd_000039,9,1,2JHC,-1.69211,0.082447,0.13271,-0.138992
dsgdb9nsd_000039,9,2,1JHC,79.5053,0.105067,0.80345,0.82485
dsgdb9nsd_000039,9,3,2JHC,-1.88445,0.072927,0.186129,-0.223917
dsgdb9nsd_000039,9,10,2JHH,-12.124,0.379896,1.92662,-2.01179
dsgdb9nsd_000039,9,11,3JHH,13.1635,0.031386,2.02363,-2.86651
dsgdb9nsd_000039,9,12,3JHH,3.46118,0.066854,0.518448,-0.618988
dsgdb9nsd_000039,9,13,3JHH,2.95695,0.072456,0.472015,-0.557537
dsgdb9nsd_000039,10,0,3JHC,2.29949,-0.031415,0.016707,-0.006941
dsgdb9nsd_000039,10,1,2JHC,-1.6909,0.082411,0.132664,-0.139067
dsgdb9nsd_000039,10,2,1JHC,79.5033,0.105121,0.803448,0.824829
dsgdb9nsd_000039,10,3,2JHC,-1.88478,0.072932,0.186127,-0.223969
dsgdb9nsd_000039,10,11,3JHH,3.43699,0.066364,0.521448,-0.623358
dsgdb9nsd_000039,10,12,3JHH,13.1621,0.031341,2.0235,-2.86637
dsgdb9nsd_000039,10,13,3JHH,2.97859,0.072976,0.469281,-0.553532
dsgdb9nsd_000039,11,1,3JHC,2.42066,-0.031247,0.010347,-0.002888
dsgdb9nsd_000039,11,2,2JHC,-2.10628,0.08403,0.221756,-0.207263
dsgdb9nsd_000039,11,3,1JHC,82.5427,0.173488,0.99425,0.595094
dsgdb9nsd_000039,11,12,2JHH,-11.4938,0.370397,2.30021,-2.5671
dsgdb9nsd_000039,11,13,2JHH,-11.6413,0.36808,2.35989,-2.66083
dsgdb9nsd_000039,12,1,3JHC,2.39629,-0.031167,0.010728,-0.003638
dsgdb9nsd_000039,12,2,2JHC,-2.10383,0.083926,0.22148,-0.207295
dsgdb9nsd_000039,12,3,1JHC,82.5322,0.173543,0.994306,0.595029
dsgdb9nsd_000039,12,13,2JHH,-11.6404,0.368078,2.3601,-2.66109
dsgdb9nsd_000039,13,1,3JHC,10.1917,0.024487,0.278888,-0.426828
dsgdb9nsd_000039,13,2,2JHC,-1.79614,0.066725,0.204222,-0.229278
dsgdb9nsd_000039,13,3,1JHC,79.3988,0.173466,1.04651,0.566663
dsgdb9nsd_000040,4,0,1JHC,80.5269,0.181835,1.02954,0.568692
dsgdb9nsd_000040,4,1,2JHC,-1.89743,0.068801,0.197126,-0.208854
dsgdb9nsd_000040,4,2,3JHC,12.2123,0.032509,0.297457,-0.40679
dsgdb9nsd_000040,4,5,2JHH,-11.905,0.371344,2.35073,-2.65386
dsgdb9nsd_000040,4,6,2JHH,-11.9049,0.371341,2.35074,-2.65389
dsgdb9nsd_000040,4,7,3JHH,3.25052,0.071093,0.477579,-0.566725
dsgdb9nsd_000040,4,8,3JHH,3.2508,0.071085,0.477607,-0.566768
dsgdb9nsd_000040,5,0,1JHC,81.8063,0.17661,1.01044,0.597933
dsgdb9nsd_000040,5,1,2JHC,-2.1426,0.076907,0.223358,-0.199645
dsgdb9nsd_000040,5,2,3JHC,2.54349,-0.02256,-0.003405,0.037233
dsgdb9nsd_000040,5,6,2JHH,-11.3176,0.369721,2.29848,-2.56775
dsgdb9nsd_000040,5,7,3JHH,3.35666,0.064638,0.508211,-0.610102
dsgdb9nsd_000040,5,8,3JHH,13.6063,0.031446,2.02502,-2.85682
dsgdb9nsd_000040,6,0,1JHC,81.8073,0.176619,1.01041,0.597931
dsgdb9nsd_000040,6,1,2JHC,-2.14282,0.07691,0.223366,-0.199643
dsgdb9nsd_000040,6,2,3JHC,2.54341,-0.022562,-0.003442,0.037224
dsgdb9nsd_000040,6,7,3JHH,13.6056,0.031443,2.02503,-2.85684
dsgdb9nsd_000040,6,8,3JHH,3.35694,0.064649,0.508133,-0.609983
dsgdb9nsd_000040,7,0,2JHC,-2.12969,0.067142,0.20438,-0.228323
dsgdb9nsd_000040,7,1,1JHC,81.7466,0.116174,0.719766,0.855804
dsgdb9nsd_000040,7,2,2JHC,-4.15642,0.087341,0.001103,-0.092815
dsgdb9nsd_000040,7,8,2JHH,-11.7687,0.377606,1.91189,-2.01155
dsgdb9nsd_000040,7,9,3JHH,10.9846,0.043224,2.01065,-2.87522
dsgdb9nsd_000040,7,10,3JHH,4.30912,0.085314,0.38306,-0.421437
dsgdb9nsd_000040,8,0,2JHC,-2.13082,0.067144,0.204368,-0.22831
dsgdb9nsd_000040,8,1,1JHC,81.748,0.116157,0.719763,0.855813
dsgdb9nsd_000040,8,2,2JHC,-4.15717,0.087376,0.001135,-0.092797
dsgdb9nsd_000040,8,9,3JHH,4.30734,0.085279,0.383352,-0.421855
dsgdb9nsd_000040,8,10,3JHH,10.9856,0.043229,2.01064,-2.87523
dsgdb9nsd_000040,9,0,3JHC,1.29743,-0.035123,0.019774,0.000228
dsgdb9nsd_000040,9,1,2JHC,-0.604948,0.073266,0.054205,-0.130787
dsgdb9nsd_000040,9,2,1JHC,85.6047,0.064388,0.105513,0.942735
dsgdb9nsd_000040,9,10,2JHH,-6.57399,0.418982,1.76685,-1.96451
dsgdb9nsd_000040,9,11,3JHH,1.27998,0.050498,0.911851,-0.960292
dsgdb9nsd_000040,10,0,3JHC,1.29617,-0.035112,0.01983,0.000137
dsgdb9nsd_000040,10,1,2JHC,-0.608831,0.07327,0.054205,-0.130794
dsgdb9nsd_000040,10,2,1JHC,85.5952,0.064372,0.105721,0.942739
dsgdb9nsd_000040,10,11,3JHH,1.29302,0.051131,0.908789,-0.955838
dsgdb9nsd_000040,11,1,3JHC,8.032,0.041483,0.544739,-0.74594
dsgdb9nsd_000040,11,2,2JHC,-1.02186,0.032381,0.62602,-0.582117
dsgdb9nsd_000044,4,0,1JHC,84.3721,0.168857,0.865754,0.662306
dsgdb9nsd_000044,4,1,2JHC,-5.27589,0.089998,0.076648,-0.105508
dsgdb9nsd_000044,4,2,3JHC,3.50579,-0.065118,0.03157,0.01089
dsgdb9nsd_000044,4,5,2JHH,-11.7356,0.351369,2.31069,-2.62105
dsgdb9nsd_000044,4,6,2JHH,-11.5757,0.360978,2.27394,-2.55217
dsgdb9nsd_000044,4,7,3JHH,10.337,0.004639,2.079,-2.94379
dsgdb9nsd_000044,5,0,1JHC,78.3841,0.159771,1.01587,0.616426
dsgdb9nsd_000044,5,1,2JHC,0.826103,0.118928,0.053331,-0.079151
dsgdb9nsd_000044,5,2,3JHC,0.481294,0.03795,0.140155,-0.237719
dsgdb9nsd_000044,5,6,2JHH,-12.6381,0.366063,2.37025,-2.64708
dsgdb9nsd_000044,5,7,3JHH,0.961592,0.068152,0.56244,-0.652149
dsgdb9nsd_000044,6,0,1JHC,83.1495,0.169982,0.939665,0.62269
dsgdb9nsd_000044,6,1,2JHC,-4.43869,0.093547,-0.011757,-0.089813
dsgdb9nsd_000044,6,2,3JHC,9.21318,-0.012971,0.302475,-0.508285
dsgdb9nsd_000044,6,7,3JHH,2.39478,0.065307,0.586193,-0.716062
dsgdb9nsd_000044,7,0,2JHC,8.66054,0.053011,0.130195,-0.283262
dsgdb9nsd_000044,7,1,1JHC,107.601,0.223838,0.005761,1.07871
dsgdb9nsd_000044,7,2,2JHC,0.128985,-0.111835,0.286445,-0.348891
dsgdb9nsd_000044,7,8,3JHH,1.97762,0.091439,0.394466,-0.410481
dsgdb9nsd_000044,7,9,3JHH,1.1836,0.019585,2.23284,-3.05249
dsgdb9nsd_000044,8,0,3JHC,0.939503,0.021435,0.343338,-0.495174
dsgdb9nsd_000044,8,1,2JHC,0.160087,-0.131812,0.313913,-0.356759
dsgdb9nsd_000044,8,2,1JHC,110.031,0.296002,0.076751,0.869042
dsgdb9nsd_000044,8,9,2JHH,6.86064,0.347659,2.46278,-2.99268
dsgdb9nsd_000044,9,0,3JHC,2.37878,-0.036619,0.03145,-0.031825
dsgdb9nsd_000044,9,1,2JHC,-0.799963,-0.107514,0.313616,-0.335327
dsgdb9nsd_000044,9,2,1JHC,111.244,0.284053,0.042877,0.896832
dsgdb9nsd_000046,4,1,2JHC,-1.59523,0.093102,0.651025,-0.506014
dsgdb9nsd_000046,4,2,3JHC,1.04547,-0.081822,0.088297,-0.015066
dsgdb9nsd_000046,4,3,3JHC,1.04847,-0.081846,0.08819,-0.014897
dsgdb9nsd_000046,4,5,3JHH,14.5469,0.030115,3.52187,-4.63408
dsgdb9nsd_000046,5,1,1JHC,116.18,0.267354,-0.031824,1.10678
dsgdb9nsd_000046,5,2,2JHC,1.37409,-0.014289,0.207997,-0.327788
dsgdb9nsd_000046,5,3,2JHC,1.37327,-0.014292,0.208006,-0.327789
dsgdb9nsd_000046,5,6,3JHH,5.27997,0.096578,0.375409,-0.363089
dsgdb9nsd_000046,5,7,3JHH,2.87642,0.011432,2.03986,-2.83653
dsgdb9nsd_000046,5,8,3JHH,2.87626,0.011432,2.03987,-2.83653
dsgdb9nsd_000046,5,9,3JHH,5.28034,0.09658,0.375415,-0.363104
dsgdb9nsd_000046,6,1,2JHC,0.783712,-0.065974,0.252587,-0.269388
dsgdb9nsd_000046,6,2,1JHC,102.084,0.342921,0.764094,0.774934
dsgdb9nsd_000046,6,3,2JHC,-1.93307,-0.02838,0.529705,-0.369456
dsgdb9nsd_000046,6,7,2JHH,-5.10498,0.287023,2.61845,-3.00039
dsgdb9nsd_000046,6,8,3JHH,5.48604,-0.000441,2.07738,-2.77297
dsgdb9nsd_000046,6,9,3JHH,8.64414,0.119924,0.561014,-0.556525
dsgdb9nsd_000046,7,1,2JHC,-2.84748,-0.017027,0.215944,-0.252036
dsgdb9nsd_000046,7,2,1JHC,104.509,0.327726,0.805136,0.816157
dsgdb9nsd_000046,7,3,2JHC,-1.39162,-0.052477,0.439003,-0.333873
dsgdb9nsd_000046,7,8,3JHH,9.15914,0.113718,0.381366,-0.305481
dsgdb9nsd_000046,7,9,3JHH,5.48605,-0.000442,2.07739,-2.77298
dsgdb9nsd_000046,8,1,2JHC,-2.8473,-0.017024,0.215953,-0.252041
dsgdb9nsd_000046,8,2,2JHC,-1.39167,-0.052476,0.439019,-0.333873
dsgdb9nsd_000046,8,3,1JHC,104.508,0.327714,0.805189,0.816164
dsgdb9nsd_000046,8,9,2JHH,-5.10554,0.287028,2.61843,-3.00033
dsgdb9nsd_000046,9,1,2JHC,0.783627,-0.065964,0.252596,-0.269392
dsgdb9nsd_000046,9,2,2JHC,-1.9331,-0.028376,0.529713,-0.369457
dsgdb9nsd_000046,9,3,1JHC,102.084,0.342919,0.764075,0.774934
dsgdb9nsd_000047,4,0,1JHC,85.3929,0.182562,0.687974,0.793032
dsgdb9nsd_000047,4,1,2JHC,-2.47727,0.102032,0.352341,-0.192878
dsgdb9nsd_000047,4,2,3JHC,0.894707,-0.055809,0.156097,-0.210797
dsgdb9nsd_000047,4,3,2JHC,-2.47713,0.102032,0.352344,-0.192882
dsgdb9nsd_000047,4,5,2JHH,-9.82157,0.377349,2.22044,-2.43864
dsgdb9nsd_000047,4,6,3JHH,9.37825,0.038453,1.94641,-2.69836
dsgdb9nsd_000047,4,7,3JHH,6.95429,0.146322,0.281408,-0.221062
dsgdb9nsd_000047,4,10,3JHH,6.95429,0.146321,0.28141,-0.221066
dsgdb9nsd_000047,4,11,3JHH,9.37826,0.038453,1.94641,-2.69836
dsgdb9nsd_000047,5,0,1JHC,80.2105,0.241008,0.675093,0.758208
dsgdb9nsd_000047,5,1,2JHC,-1.76303,0.127103,0.369357,-0.278875
dsgdb9nsd_000047,5,2,3JHC,9.84358,-0.049506,0.307632,-0.531796
dsgdb9nsd_000047,5,3,2JHC,-1.76294,0.127102,0.369361,-0.278879
dsgdb9nsd_000047,5,6,3JHH,6.9543,0.146322,0.281404,-0.221057
dsgdb9nsd_000047,5,7,3JHH,1.21974,-0.024449,1.37609,-1.85804
dsgdb9nsd_000047,5,10,3JHH,1.21974,-0.024449,1.37609,-1.85804
dsgdb9nsd_000047,5,11,3JHH,6.9543,0.146323,0.281401,-0.221052
dsgdb9nsd_000047,6,0,2JHC,-2.47714,0.102031,0.352343,-0.192881
dsgdb9nsd_000047,6,1,1JHC,85.3929,0.182562,0.687975,0.793033
dsgdb9nsd_000047,6,2,2JHC,-2.47728,0.102031,0.35234,-0.192877
dsgdb9nsd_000047,6,3,3JHC,0.894714,-0.055809,0.156096,-0.210796
dsgdb9nsd_000047,6,7,2JHH,-9.82162,0.377349,2.22043,-2.43864
dsgdb9nsd_000047,6,8,3JHH,6.9543,0.146323,0.281401,-0.221052
dsgdb9nsd_000047,6,9,3JHH,9.37826,0.038453,1.94641,-2.69836
dsgdb9nsd_000047,7,0,2JHC,-1.76293,0.127102,0.369362,-0.27888
dsgdb9nsd_000047,7,1,1JHC,80.2106,0.241008,0.675094,0.758208
dsgdb9nsd_000047,7,2,2JHC,-1.76302,0.127104,0.369358,-0.278876
dsgdb9nsd_000047,7,3,3JHC,9.84357,-0.049507,0.307633,-0.531797
dsgdb9nsd_000047,7,8,3JHH,1.21974,-0.024449,1.37609,-1.85804
dsgdb9nsd_000047,7,9,3JHH,6.95429,0.146321,0.28141,-0.221066
dsgdb9nsd_000047,8,0,3JHC,9.84358,-0.049506,0.307632,-0.531796
