molecule_name,atom_index,XX,YX,ZX,XY,YY,ZY,XZ,YZ,ZZ
dsgdb9nsd_000040,11,40.8913,7.6653,0.0128,5.7343,32.7039,0.0111,0.0118,0.0098,22.5643
dsgdb9nsd_000044,0,186.038,7.9046,-9.7228,2.7727,154.477,-1.9863,-11.5918,-1.3829,173.593
dsgdb9nsd_000044,1,131.235,23.3635,-27.9354,32.7338,136.806,12.65,-33.1815,6.9509,158.73
dsgdb9nsd_000044,2,129.876,17.8116,-29.1204,18.4494,146.603,1.524,-24.3774,3.7294,156.967
dsgdb9nsd_000044,3,386.03,-29.9624,-28.3077,-53.0072,197.279,-79.0903,-31.5508,-65.804,358.564
dsgdb9nsd_000044,4,30.566,0.4061,-2.7151,0.2631,27.6894,-2.2344,-2.6296,-2.1691,35.4975
dsgdb9nsd_000044,5,33.0067,4.2796,2.2747,3.7693,30.4118,1.8975,0.6593,1.5212,27.6224
dsgdb9nsd_000044,6,32.6367,-4.475,0.1228,-3.4043,30.9579,-0.81,-1.1301,0.2273,26.6173
dsgdb9nsd_000044,7,27.373,2.5641,-3.5528,-0.0363,23.1819,-0.8364,1.4086,-1.7183,36.5348
dsgdb9nsd_000044,8,31.106,-4.9097,-3.4378,-1.7548,27.5268,0.6862,-7.2345,2.1704,29.0936
dsgdb9nsd_000044,9,26.6846,0.1559,-3.6351,-2.2557,31.1277,-4.0804,0.5404,-5.7318,30.8823
dsgdb9nsd_000046,0,275.542,0.0042,-1.9138,0.0186,227.028,-0.022,34.7151,-0.0292,373.887
dsgdb9nsd_000046,1,158.564,-0.0027,41.8341,-0.0043,123.791,0.0038,65.079,0.0023,136.203
dsgdb9nsd_000046,2,191.61,-3.9484,23.7359,10.47,153.18,-1.1737,16.3648,5.0725,200.026
dsgdb9nsd_000046,3,191.61,3.9478,23.7363,-10.4707,153.178,1.169,16.3629,-5.0772,200.025
dsgdb9nsd_000046,4,32.2837,-0.0001,3.161,-0.0006,24.6746,-0.0047,2.6539,-0.0056,43.2657
dsgdb9nsd_000046,5,27.6143,-0.0004,4.0746,-0.0002,22.8329,-0.0002,-2.4706,-0.0005,34.5921
dsgdb9nsd_000046,6,32.4999,-6.7612,4.2507,-3.5144,30.7015,-1.5104,5.8185,-4.8912,30.6147
dsgdb9nsd_000046,7,27.6264,1.1062,2.9156,-1.5305,32.0839,3.6539,0.6481,6.1545,35.1432
dsgdb9nsd_000046,8,27.6266,-1.1066,2.9155,1.5305,32.0849,-3.6541,0.6483,-6.1546,35.1424
dsgdb9nsd_000046,9,32.4997,6.7609,4.2513,3.5139,30.7009,1.5105,5.8186,4.8913,30.6151
dsgdb9nsd_000047,0,165.261,0.0001,0.9611,0.0001,179.947,0,9.3748,0,151.459
dsgdb9nsd_000047,1,179.947,-0.0001,0,-0.0001,165.261,-0.9611,-0.0001,-9.3748,151.46
dsgdb9nsd_000047,2,165.261,0.0001,-0.9611,0.0001,179.947,0,-9.3748,0,151.459
dsgdb9nsd_000047,3,179.947,-0.0001,0,-0.0001,165.261,0.9611,0.0001,9.3748,151.46
dsgdb9nsd_000047,4,30.1781,0,-4.1839,0,27.682,0,-2.4588,0,30.8365
dsgdb9nsd_000047,5,35.1362,0,3.289,0,26.6796,0,1.9042,0,27.8171
dsgdb9nsd_000047,6,27.682,0,0,0,30.1781,4.1839,0,2.4588,30.8365
dsgdb9nsd_000047,7,26.6796,0,0,0,35.1362,-3.289,0,-1.9042,27.817
dsgdb9nsd_000047,8,35.1362,0,-3.289,0,26.6796,0,-1.9042,0,27.8171
dsgdb9nsd_000047,9,30.1781,0,4.1839,0,27.682,0,2.4588,0,30.8365
dsgdb9nsd_000047,10,26.6796,0,0,0,35.1362,3.289,0,1.9042,27.817
dsgdb9nsd_000047,11,27.682,0,0,0,30.1781,-4.1839,0,-2.4588,30.8365
dsgdb9nsd_000049,0,164.266,0.3623,0.1204,3.0819,187.762,-0.3369,0.4868,-0.3667,171.077
dsgdb9nsd_000049,1,-12.5665,-76.3848,0.0114,-37.061,6.0876,0.0239,-0.2137,-0.1341,130.873
dsgdb9nsd_000049,2,178.109,18.725,0.0396,13.3725,172.143,-0.1329,0.1241,-0.2807,152.755
dsgdb9nsd_000049,3,-291.887,-81.2185,-0.0995,-74.8539,-96.4436,0.0101,-1.366,-0.0598,84.7222
dsgdb9nsd_000049,4,153.695,106.795,0.3228,103.705,46.9804,-0.6395,-2.1242,0.0561,182.456
dsgdb9nsd_000049,5,28.347,0.1728,2.4613,1.604,29.7191,3.3155,3.1761,3.5354,31.0042
dsgdb9nsd_000049,6,28.6474,0.1623,-2.6237,1.7212,29.6716,-3.2005,-3.3526,-3.402,30.4737
dsgdb9nsd_000049,7,32.8111,-1.0108,0.1571,-3.0015,32.1959,-0.1484,0.2465,-0.1634,26.5538
dsgdb9nsd_000049,8,30.9492,-0.2699,3.3088,0.782,28.1024,-0.5972,3.7703,-1.0108,30.7378
dsgdb9nsd_000049,9,28.49,2.3962,-0.0041,0.168,34.587,-0.0224,-0.0082,-0.0517,26.4887
dsgdb9nsd_000049,10,30.9618,-0.2797,-3.2974,0.7792,28.1136,0.6042,-3.7739,1.0313,30.6984
dsgdb9nsd_000049,11,30.7774,-2.9815,-0.0126,-1.9441,25.9009,0.0097,-0.1102,0.0616,20.889
dsgdb9nsd_000050,0,28.575,0.0039,0.0019,0.0042,123.816,-0.0001,0.0009,0.0015,190.647
dsgdb9nsd_000050,1,75.3728,2.6389,-0.0008,-3.8502,8.2816,-0.0039,-0.0058,-0.0048,149.029
dsgdb9nsd_000050,2,43.6104,29.315,-0.0028,33.2599,40.3965,0.0016,0.0005,0.0015,170.845
dsgdb9nsd_000050,3,43.6045,-29.3157,-0.0001,-33.2603,40.4024,0.001,0.002,-0.0011,170.845
dsgdb9nsd_000050,4,75.3731,-2.6453,-0.0001,3.8433,8.2816,0.0016,-0.0069,0.0045,149.029
dsgdb9nsd_000050,5,30.0667,-0.0003,0,-0.0003,23.9038,0,0.0003,0,18.3992
dsgdb9nsd_000050,6,25.9721,0.8997,0,-0.5198,26.8723,0,-0.0003,-0.0003,22.2199
dsgdb9nsd_000050,7,26.6895,0.0808,0,-0.0487,26.2279,0,0,0,23.326
dsgdb9nsd_000050,8,26.6895,-0.0809,0,0.0487,26.2279,0,0.0001,0,23.326
dsgdb9nsd_000050,9,25.9721,-0.8996,0.0001,0.5199,26.8724,0,-0.0003,0.0003,22.2199
dsgdb9nsd_000051,0,54.0206,-49.4136,0.0057,-63.5689,78.6667,0.004,-0.0039,-0.0005,184.832
dsgdb9nsd_000051,1,38.6152,35.5733,0.0055,39.4033,45.6029,-0.0064,-0.0014,-0.0143,152.064
dsgdb9nsd_000051,2,-9.2136,-11.431,-0.0057,11.1042,62.3481,-0.0018,0.0003,0.0042,138.963
dsgdb9nsd_000051,3,-204.78,32.1873,-0.0095,27.6965,-80.8587,0.001,0.0189,0.0005,254.472
dsgdb9nsd_000051,4,29.6423,49.1331,-0.0043,26.9051,29.0638,0.0037,-0.0139,-0.0018,124.678
dsgdb9nsd_000051,5,25.2622,2.7209,0,2.2747,26.1976,0,0,0.0002,18.6614
dsgdb9nsd_000051,6,26.0006,0.5182,0,-0.4535,25.6864,0,0,-0.0009,22.7142
dsgdb9nsd_000051,7,24.7044,0.9742,0,0.2822,26.4675,0,0.0002,0,22.2385
dsgdb9nsd_000051,8,25.4505,-2.3101,0.0001,0.2739,26.2061,0,-0.0007,0,21.0189
dsgdb9nsd_000052,0,-72.0076,0.0005,-0.0052,0.0004,-20.1595,0.0065,0.0232,-0.0075,258.979
dsgdb9nsd_000052,1,-18.8477,-12.6302,-0.0112,6.1946,58.8136,-0.0023,-0.0059,-0.0074,116.788
dsgdb9nsd_000052,2,28.1813,35.4319,0.008,35.0849,53.9828,-0.0079,0.0015,-0.0008,165.513
dsgdb9nsd_000052,3,28.1812,-35.432,0.0082,-35.0848,53.9824,0.0047,-0.0001,0.0067,165.513
dsgdb9nsd_000052,4,-18.8476,12.6302,-0.0018,-6.1945,58.8136,0.0013,0.0072,-0.0128,116.788
dsgdb9nsd_000052,5,25.252,-0.8574,0,0.1716,25.5465,0,-0.0004,-0.0006,21.7434
dsgdb9nsd_000052,6,25.7081,0.3928,0,0.4375,26.3393,0,-0.0001,-0.0002,23.7365
dsgdb9nsd_000052,7,25.7081,-0.3928,0.0001,-0.4375,26.3393,0,0,0.0003,23.7365
dsgdb9nsd_000052,8,25.252,0.8574,0,-0.1716,25.5465,0.0001,0.0005,-0.0006,21.7434
dsgdb9nsd_000053,0,-93.6873,-1.0361,0.0015,57.1507,-27.7841,-0.0027,0.0163,0.0099,222.203
dsgdb9nsd_000053,1,-11.9218,-30.5442,-0.001,-21.3587,54.5032,-0.0013,0.0015,0.007,123.331
dsgdb9nsd_000053,2,-4.8801,31.1576,0.0048,14.5293,62.4043,-0.0008,0.0007,-0.006,136.031
dsgdb9nsd_000053,3,-194.644,9.705,0.0062,-6.5491,-63.3893,0.0107,0.0003,0.004,237.918
dsgdb9nsd_000053,4,-16.3976,-36.6769,-0.0055,-24.7679,48.3195,-0.001,-0.0061,0.0008,100.864
dsgdb9nsd_000053,5,24.8535,-1.3097,0,-0.4648,24.8753,-0.0001,0.0002,0.0003,22.3771
dsgdb9nsd_000053,6,24.1832,0.3061,0.0001,0.6682,26.4562,0,0.0001,-0.0004,22.7899
dsgdb9nsd_000053,7,25.876,1.8168,0,-0.5543,25.1189,0,-0.0006,0.0002,20.585
dsgdb9nsd_000055,0,152.644,-17.6653,6.7915,-17.2263,174.46,-12.7472,5.5127,-12.8144,148.086
dsgdb9nsd_000055,1,99.4742,0.0068,-4.2459,0.0069,105.983,0.0037,-3.0732,0.0022,154.32
dsgdb9nsd_000055,2,152.723,17.7128,6.8198,17.2731,174.381,12.7347,5.5398,12.8046,148.091
dsgdb9nsd_000055,3,187.165,-0.0432,-8.1079,-0.0423,147.681,0.0081,-9.0736,0.009,149.6
dsgdb9nsd_000055,4,269.665,-0.0559,-37.084,-0.0582,214.952,0.0413,-17.1178,0.0187,272.539
dsgdb9nsd_000055,5,34.2658,-1.6728,-0.6053,-3.3334,30.2353,0.2507,0.1893,-0.4095,27.8805
dsgdb9nsd_000055,6,28.6324,-0.1401,0.1568,1.4063,35.1196,1.4555,0.3986,0.1781,27.3096
dsgdb9nsd_000055,7,27.8866,-1.134,1.5672,-1.0208,29.3752,-3.5374,0.8923,-2.541,33.9858
dsgdb9nsd_000055,8,27.8912,1.1371,1.5754,1.0242,29.3701,3.5334,0.8985,2.5384,33.9865
dsgdb9nsd_000055,9,28.6296,0.154,0.1536,-1.3924,35.1228,-1.4548,0.398,-0.1779,27.3092
dsgdb9nsd_000055,10,34.2766,1.6642,-0.6062,3.3244,30.2244,-0.2493,0.1899,0.4093,27.8807
dsgdb9nsd_000055,11,32.8931,4.0282,1.4289,2.4866,30.9496,1.1301,0.4915,0.9335,27.442
dsgdb9nsd_000055,12,32.8793,-4.0326,1.4264,-2.491,30.9635,-1.1332,0.4894,-0.9345,27.4421
dsgdb9nsd_000055,13,30.8561,-0.0035,-3.7808,-0.0035,27.6038,0.004,-2.9529,0.0032,33.7033
dsgdb9nsd_000055,14,37.4613,-0.0134,-5.2786,-0.0134,25.0199,0.0054,-6.7972,0.007,34.4531
dsgdb9nsd_000056,0,171.169,-21.6553,-0.0258,-35.2972,162.031,0.0589,-0.0182,0.001,139.941
dsgdb9nsd_000056,1,-76.1301,19.2597,0.0509,8.2774,18.0103,-0.0077,0.057,-0.0052,104.882
dsgdb9nsd_000056,2,-514.741,-164.657,0.2487,-211.291,-783.107,0.0677,0.3003,0.343,351.225
dsgdb9nsd_000056,3,286.954,28.931,0.0532,30.4096,37.6975,0.0137,0.1929,0.0346,23.4353
dsgdb9nsd_000056,4,210.151,31.9027,0.0337,30.4338,69.8274,0.0079,-0.1098,-0.0286,70.9798
dsgdb9nsd_000056,5,29.2951,-1.4588,0.6885,0.7436,28.9986,-2.0755,-0.5932,-2.9606,29.9385
dsgdb9nsd_000056,6,29.3017,-1.4587,-0.6788,0.7544,29.0069,2.0784,0.6026,2.962,29.9175
dsgdb9nsd_000056,7,34.0145,2.0965,-0.0126,-2.4827,28.0942,0.0044,-0.0124,-0.0007,27.1359
dsgdb9nsd_000056,8,35.8753,1.3294,0.0093,1.9716,26.0529,0.002,-0.0072,-0.001,25.2055
dsgdb9nsd_000057,0,171.156,22.1824,0.0034,36.6314,160.146,0.0079,0.0025,0.0003,143.831
dsgdb9nsd_000057,1,-85.5623,-15.4302,-0.0093,3.5428,52.6438,-0.0004,-0.0098,-0.0006,98.4812
dsgdb9nsd_000057,2,-514.56,173.265,-0.0462,190.179,-805.002,0.0113,-0.0506,0.0421,350.482
dsgdb9nsd_000057,3,279.799,-45.3872,-0.0158,-46.8979,-4.3894,0.0035,-0.0234,0.0042,-23.6549
dsgdb9nsd_000057,4,245.264,-94.3808,-0.0244,-79.6626,-139.662,0.0036,-0.0012,-0.0047,-127.738
dsgdb9nsd_000057,5,28.8369,1.2804,0.5839,-1.1024,28.905,1.9879,-0.7687,3.0256,30.2096
dsgdb9nsd_000057,6,28.836,1.2806,-0.5854,-1.1007,28.9038,-1.9876,0.7672,-3.0253,30.2126
dsgdb9nsd_000057,7,33.93,-2.0715,0.0018,2.3093,27.8902,0.0006,0.0018,-0.0002,26.9694
dsgdb9nsd_000059,0,146.131,71.9104,0.003,104.083,164.488,0.0016,0.0009,-0.0031,161.806
dsgdb9nsd_000059,1,-30.6924,-39.9551,-0.0023,-41.4776,69.7228,-0.0007,-0.0015,0.0005,101.556
dsgdb9nsd_000059,2,-189.717,-31.5868,-0.0091,64.0402,-340.078,0.0024,-0.0149,0.0245,328.276
dsgdb9nsd_000059,3,291.457,-10.5459,-0.0028,-5.9927,41.039,0.0002,-0.0185,0.001,25.0201
dsgdb9nsd_000059,4,235.775,-14.1928,-0.0039,-33.6007,61.9633,0.0017,0.0106,-0.0003,69.0255
dsgdb9nsd_000059,5,33.694,0.4466,0.0008,6.1441,24.2456,0.0007,0.0013,0.0005,24.0953
dsgdb9nsd_000059,6,25.8603,0.9347,0.0002,-0.4554,31.9534,0.0008,-0.0005,0.0014,22.6678
dsgdb9nsd_000059,7,37.79,-0.5132,-0.001,-2.3292,25.7429,0.0002,0.0007,0,25.2495
dsgdb9nsd_000060,0,157.588,13.9222,-0.0018,22.3229,181.425,-0.0105,-0.0144,0.002,160.186
dsgdb9nsd_000060,1,-71.3417,-45.7551,0.0127,-29.6258,-23.4006,0.003,0.0235,-0.0197,94.5386
dsgdb9nsd_000060,2,-663.266,210.264,0.0811,221.266,-624.841,-0.0098,0.1225,-0.105,352.112
dsgdb9nsd_000060,3,-32.6344,-49.7133,0.0043,-41.7396,-24.1158,0.0167,0.0028,0.0226,81.9251
dsgdb9nsd_000060,4,-734.071,231.245,-0.06,195.785,-558.563,0.1465,-0.1003,0.2143,366.266
dsgdb9nsd_000060,5,29.281,0.2805,0.7237,-1.4717,28.2953,-1.9935,1.8401,-3.6733,30.3337
dsgdb9nsd_000060,6,29.2755,0.2812,-0.7195,-1.468,28.2964,1.9938,-1.8356,3.6736,30.3461
dsgdb9nsd_000060,7,33.482,-0.6157,-0.0038,3.133,29.1744,-0.0023,-0.006,-0.0014,27.1975
dsgdb9nsd_000060,8,22.7237,-1.0619,0,1.1009,21.977,0.0002,-0.0009,0.0005,22.2373
dsgdb9nsd_000063,0,166.338,12.4203,-4.6116,10.3971,180.618,-5.8441,-5.4427,-10.5135,153.16
dsgdb9nsd_000063,1,174.556,-0.0016,1.2636,-0.0005,167.372,-0.0012,1.0366,-0.0025,156.714
dsgdb9nsd_000063,2,166.336,-12.4186,-4.6126,-10.3957,180.62,5.8427,-5.4421,10.5139,153.156
dsgdb9nsd_000063,3,284.538,-0.0059,53.2797,0.0096,20.3561,0.002,56.6543,-0.0014,24.2435
dsgdb9nsd_000063,4,243.642,-0.0024,36.7962,-0.0123,63.5745,-0.0033,30.6359,-0.0013,73.579
dsgdb9nsd_000063,5,35.4179,2.523,1.4311,3.3142,29.8,0.0716,0.7719,0.1017,27.0246
dsgdb9nsd_000063,6,28.0985,0.1705,-0.9498,-1.4459,35.7585,2.3552,-0.7058,1.4134,27.195
dsgdb9nsd_000063,7,28.2379,0.9402,-1.1384,0.6443,29.7966,-2.9129,-0.1925,-1.9626,33.8428
dsgdb9nsd_000063,8,27.2649,0.0001,1.5387,0.0001,25.9262,-0.0001,0.3503,0.0001,34.019
dsgdb9nsd_000063,9,28.2377,-0.9401,-1.139,-0.6443,29.7968,2.9125,-0.1931,1.9623,33.8426
dsgdb9nsd_000063,10,28.0993,-0.1694,-0.9501,1.4473,35.7582,-2.3543,-0.7058,-1.4128,27.1944
dsgdb9nsd_000063,11,35.417,-2.524,1.4319,-3.3152,29.8004,-0.0721,0.7725,-0.102,27.0249
dsgdb9nsd_000063,12,39.5381,0.001,2.6373,-0.0009,25.3987,-0.0002,2.288,0.0002,25.7593
dsgdb9nsd_000065,0,170.334,-11.5764,-7.7176,-9.056,181.354,2.3524,-7.5801,9.9553,153.907
dsgdb9nsd_000065,1,155.184,6.3112,-2.0086,7.9447,159.462,-8.9825,-2.5121,-8.3154,133.052
dsgdb9nsd_000065,2,203.65,10.8367,-14.151,7.7625,241.664,2.8311,-11.2316,-7.254,208.2
dsgdb9nsd_000065,3,276.935,9.8302,70.4125,10.56,-28.5527,2.1235,71.3595,1.9335,-19.5946
dsgdb9nsd_000065,4,258.352,11.5111,91.6776,30.2356,-142.541,11.1419,78.3559,6.9994,-111.582
dsgdb9nsd_000065,5,35.3626,-1.5369,1.9129,-2.4305,28.524,0.0643,1.1782,-0.148,27.2445
dsgdb9nsd_000065,6,28.0247,-0.031,-0.8443,1.1514,35.6308,-2.4634,-0.6123,-1.6579,27.4335
dsgdb9nsd_000065,7,28.1762,-1.0468,-1.1927,-0.8431,29.6741,2.6418,0.1014,1.8811,33.8838
dsgdb9nsd_000065,8,26.1429,0.8478,0.7762,0.0952,25.9765,-0.8848,-0.5617,-0.0139,32.5096
dsgdb9nsd_000065,9,25.8949,0.4099,-1.473,0.5115,30.6298,-3.2074,-0.2505,-1.5081,37.3721
dsgdb9nsd_000065,10,26.4421,-1.7132,-2.7132,-3.75,38.1643,3.8489,-2.2716,1.7679,27.8306
dsgdb9nsd_000066,0,164.744,-13.4572,10.3527,-11.3519,177.778,-3.3035,10.4501,-10.6432,148.907
dsgdb9nsd_000066,1,126.262,11.7644,14.4323,12.1202,152.157,16.0838,14.3822,14.9147,113.08
dsgdb9nsd_000066,2,260.805,11.5111,-19.3176,17.0992,261.223,6.63,-2.5598,34.1234,284.285
dsgdb9nsd_000066,3,284.61,14.1032,-54.8802,15.5248,22.0953,-4.6157,-57.9007,-3.9453,28.998
dsgdb9nsd_000066,4,230.698,10.7183,-35.2878,13.7188,63.2811,-1.7325,-27.8296,-0.817,73.8698
dsgdb9nsd_000066,5,28.2819,-0.4533,0.4639,0.4753,35.3231,2.7067,0.3701,1.7772,27.557
dsgdb9nsd_000066,6,29.0946,-0.973,1.1592,-0.8216,29.4091,-2.566,-0.1867,-1.668,33.1865
dsgdb9nsd_000066,7,35.2075,-1.2223,-1.5381,-2.4528,28.3436,-0.3115,-0.4671,0.0129,27.2745
dsgdb9nsd_000066,8,25.3232,0.5567,-0.3525,0.1579,25.4358,0.8965,-0.2321,-0.4062,30.9208
dsgdb9nsd_000066,9,27.0237,1.4117,-1.9754,1.2775,30.2412,4.4634,-2.8054,3.822,38.9207
dsgdb9nsd_000066,10,38.2291,0.6855,-2.352,1.0335,25.3941,-0.2341,-1.9322,-0.1516,25.7327
dsgdb9nsd_000067,0,166.167,-13.3588,10.5013,-9.1937,180.238,-1.6164,10.2144,-9.2518,152.252
dsgdb9nsd_000067,1,128.084,11.275,12.7383,13.4307,153.555,14.0809,13.6459,13.5602,112.433
dsgdb9nsd_000067,2,259.398,1.7159,-12.1807,8.15,275.217,-4.3336,4.6842,23.4238,294.812
dsgdb9nsd_000067,3,275.635,19.7508,-68.2577,23.3932,-25.8979,-6.7453,-71.0237,-5.4855,-15.1665
dsgdb9nsd_000067,4,257.453,30.3892,-93.7009,36.6356,-148.434,-4.899,-76.7019,-2.3873,-120.601
dsgdb9nsd_000067,5,35.0846,-1.2336,-1.7195,-2.1913,28.298,-0.2683,-0.8321,0.0616,27.368
dsgdb9nsd_000067,6,27.9515,-0.1926,0.5631,0.9945,35.2953,2.6283,0.4766,1.8767,27.6109
dsgdb9nsd_000067,7,28.6327,-0.9478,1.1754,-0.7422,29.3155,-2.527,-0.3598,-1.6272,33.4669
dsgdb9nsd_000067,8,25.2412,0.5837,0.0107,0.0817,25.8307,0.9226,0.63,-0.3993,30.9271
dsgdb9nsd_000067,9,25.5906,1.9064,0.0419,1.5087,29.6148,3.5225,-0.9013,3.1259,39.9415
dsgdb9nsd_000068,0,171.441,7.0033,-4.4409,5.4322,187.033,-2.5194,-2.5871,-4.1306,161.736
dsgdb9nsd_000068,1,149.232,0.0046,26.2401,-0.0155,139.137,-0.0058,11.4729,-0.0081,150.195
dsgdb9nsd_000068,2,171.432,-6.9742,-4.4356,-5.3945,187.064,2.523,-2.5997,4.1328,161.7
dsgdb9nsd_000068,3,-3.4914,-0.0002,-8.1321,0.0111,86.2272,0.1846,-8.9081,0.198,-94.549
dsgdb9nsd_000068,4,-731.637,-0.1893,186.793,-0.1988,347.652,0.8932,177.931,0.8986,-470.024
dsgdb9nsd_000068,5,34.1577,1.7412,2.7429,2.7062,29.6762,0.6588,2.5078,0.7233,28.4038
dsgdb9nsd_000068,6,28.2353,-1.925,-1.6206,-2.007,36.4836,2.1475,-0.8778,1.5929,27.4193
dsgdb9nsd_000068,7,27.5584,0.2349,-1.8478,1.3382,29.9496,-2.7701,-1.0419,-1.5966,34.3435
dsgdb9nsd_000068,8,27.6689,0.0018,-0.8857,0.004,28.542,0.0038,-4.1682,0.0022,31.9896
dsgdb9nsd_000068,9,27.5572,-0.2298,-1.8426,-1.3374,29.9533,2.7728,-1.0405,1.5979,34.3431
dsgdb9nsd_000068,10,28.2429,1.9367,-1.6236,2.0196,36.4788,-2.1462,-0.8819,-1.589,27.4187
dsgdb9nsd_000068,11,34.1532,-1.7481,2.7415,-2.7136,29.6836,-0.6634,2.5029,-0.7273,28.4013
dsgdb9nsd_000068,12,22.5492,-0.0008,1.1344,-0.0043,21.6388,-0.0012,5.0478,-0.0018,21.5215
dsgdb9nsd_000075,0,182.845,-19.8331,-0.6527,-15.9287,146.647,3.1308,-1.4602,5.1238,157.864
dsgdb9nsd_000075,1,213.474,38.8973,-7.3431,66.6404,163.134,5.1741,-0.6627,-0.129,174.762
dsgdb9nsd_000075,2,-40.845,4.3337,-3.1639,1.1136,66.3149,-0.003,-8.7028,-1.5096,92.0735
dsgdb9nsd_000075,3,244.696,-28.2301,-7.4509,-55.6365,157.554,-7.1174,4.9467,-7.3062,162.904
dsgdb9nsd_000075,4,-77.1279,-3.4806,-2.7576,-6.8124,-141.7,1.2692,-15.3177,0.6514,338.5
dsgdb9nsd_000075,5,33.9026,1.3943,3.4521,0.5159,26.5537,1.6015,3.2193,2.8029,28.2652
dsgdb9nsd_000075,6,31.0748,-2.0627,-4.7834,-1.7024,24.9592,1.2245,-3.9602,0.1869,32.1104
dsgdb9nsd_000075,7,28.9497,-2.7392,0.829,-0.5958,30.2558,-2.0298,0.658,-2.2294,24.7528
dsgdb9nsd_000075,8,30.8911,0.1069,-0.5789,0.7818,32.952,-2.6598,-0.4907,-3.3158,22.1863
dsgdb9nsd_000075,9,29.1318,-3.4994,-1.7043,-1.7116,32.1787,3.1918,-1.2154,4.1819,24.8445
dsgdb9nsd_000075,10,35.2845,5.7455,-1.373,0.4564,26.6947,0.0467,-1.717,-0.04,24.5798
dsgdb9nsd_000076,0,172.811,26.0378,-0.0079,18.2321,117.959,-0.0022,-0.0071,-0.0023,123.407
dsgdb9nsd_000076,1,185.723,-44.4722,0.0001,-143.903,153.693,0.0183,-0.0003,-0.0014,264.968
dsgdb9nsd_000076,2,-73.8894,-12.1699,-0.0091,48.8313,57.3685,-0.0002,-0.0182,-0.0074,97.6915
dsgdb9nsd_000076,3,191.524,5.4877,0.0007,13.1409,168.542,0.0001,-0.0042,0.0011,141.19
dsgdb9nsd_000076,4,-73.842,123.27,-0.0452,121.597,-30.9477,0.029,-0.023,0.0101,205.729
dsgdb9nsd_000076,5,29.5943,3.1336,-3.4283,1.5137,26.3267,-2.4389,-2.5401,-2.2497,28.0487
dsgdb9nsd_000076,6,29.5962,3.1337,3.4291,1.515,26.3262,2.4385,2.5406,2.249,28.0497
dsgdb9nsd_000076,7,32.6179,-2.5235,-0.0013,-1.0356,27.4931,0.0005,-0.0016,0.0012,24.9533
dsgdb9nsd_000076,8,29.4679,1.7623,-1.6643,0.9116,29.9132,-3.7405,-1.252,-3.1943,29.6928
dsgdb9nsd_000076,9,34.1365,-3.677,0.0008,-0.086,30.319,0,0.0002,0.0004,26.6868
dsgdb9nsd_000076,10,29.4674,1.7619,1.6642,0.9115,29.9139,3.7408,1.2524,3.1946,29.6922
dsgdb9nsd_000076,11,21.4722,0.2764,-0.001,5.2926,26.8004,0.0007,0.0009,-0.0007,25.7209
dsgdb9nsd_000077,0,174.982,24.8059,0.0008,18.4221,118.492,0.0002,0.0007,0.0003,125.659
dsgdb9nsd_000077,1,150.327,-61.0849,-0.001,-211.908,104.879,-0.0013,0.0063,0.0008,235.47
dsgdb9nsd_000077,2,-59.5888,10.0948,0,41.8827,56.0994,0,0,0,80.3395
dsgdb9nsd_000077,3,195.185,2.0842,0.0033,12.0235,165.673,0.0014,0.0011,-0.0002,149.577
dsgdb9nsd_000077,4,-201.689,41.3126,0.001,37.3681,-333.507,-0.0044,0.0038,0.0068,299.328
dsgdb9nsd_000077,5,29.7124,3.1514,-3.3378,1.4638,26.2294,-2.2827,-2.4493,-2.2964,28.2166
dsgdb9nsd_000077,6,29.7124,3.1513,3.3379,1.4637,26.2293,2.2827,2.4494,2.2964,28.2169
dsgdb9nsd_000077,7,32.46,-2.6134,0,-1.1504,27.6577,0,0,0.0001,25.0675
dsgdb9nsd_000077,8,29.6709,1.4757,-1.6868,0.5695,29.4984,-3.3824,-1.2282,-3.2429,30.1118
dsgdb9nsd_000077,9,33.7271,-4.5209,0.0011,-0.6395,30.2413,-0.0005,0.0009,-0.0006,26.4817
dsgdb9nsd_000077,10,29.6711,1.4761,1.6861,0.5691,29.5003,3.3831,1.2274,3.2435,30.1098
dsgdb9nsd_000079,0,229.748,30.5875,9.5709,82.7174,111.224,-0.5553,-2.8517,-0.0739,171.655
dsgdb9nsd_000079,1,-56.642,1.4272,-12.7729,-3.9861,52.1941,-2.4846,-11.4842,-3.5382,96.7893
dsgdb9nsd_000079,2,-185.975,-59.4907,-50.674,-24.6507,-352.286,-20.1191,-38.3954,33.42,348.836
dsgdb9nsd_000079,3,158.035,27.9029,-12.8567,16.5461,119.685,1.0905,-7.7091,-0.8219,109.564
dsgdb9nsd_000079,4,357.394,-31.0485,10.4914,-68.6245,302.054,-7.1753,5.8028,-8.8518,286.45
dsgdb9nsd_000079,5,34.8362,-5.3913,1.3472,1.2582,23.7777,0.3069,1.389,-0.014,24.6127
dsgdb9nsd_000079,6,27.9924,2.4554,1.1214,1.8573,30.9217,1.5968,0.6841,2.996,23.7317
dsgdb9nsd_000079,7,28.1163,2.2027,-2.0115,2.4503,25.9391,-2.9839,0.3306,-3.3302,28.1923
dsgdb9nsd_000079,8,29.5728,2.9436,0.4364,2.7761,28.5671,2.4822,-1.3024,2.2824,24.5516
dsgdb9nsd_000079,9,42.1368,-5.3076,3.3826,-4.5598,30.4397,-3.541,2.9963,-2.7517,23.8295
